,date,race,age,confirmed_cases_total,confirmed_cases_percent,deaths_total,deaths_percent,population_percent
5500,2020-09-24,latino,50-64,60918,0.5750000000000001,1952,0.674,0.322
5501,2020-09-24,latino,65-79,19750,0.453,2511,0.511,0.218
5502,2020-09-24,latino,80+,6207,0.317,2051,0.331,0.196
5503,2020-09-24,latino,all,337558,0.612,7334,0.486,0.389
5504,2020-09-24,other,0-17,752,0.012,0,0.0,0.044
5505,2020-09-24,other,18+,6461,0.014,151,0.01,0.022
5506,2020-09-24,other,18-34,2521,0.013,2,0.008,0.032
5507,2020-09-24,other,35-49,1742,0.013,13,0.015,0.021
5508,2020-09-24,other,50-64,1387,0.013,22,0.007,0.017
5509,2020-09-24,other,65-79,593,0.014,54,0.011,0.015
5510,2020-09-24,other,80+,218,0.011,60,0.01,0.013
5511,2020-09-24,other,all,7215,0.013,151,0.01,0.027
5512,2020-09-24,white,0-17,5173,0.088,0,0.0,0.292
5513,2020-09-24,white,18+,88675,0.18,4495,0.298,0.388
5514,2020-09-24,white,18-34,27956,0.149,20,0.086,0.302
5515,2020-09-24,white,35-49,18881,0.139,76,0.089,0.325
5516,2020-09-24,white,50-64,20303,0.192,466,0.161,0.43
5517,2020-09-24,white,65-79,13228,0.304,1367,0.278,0.54
5518,2020-09-24,white,80+,8307,0.424,2566,0.414,0.5720000000000001
5519,2020-09-24,white,all,93926,0.17,4495,0.298,0.366
5520,2020-09-23,asian,0-17,1840,0.031,1,0.5,0.13
5521,2020-09-23,asian,18+,31376,0.064,1819,0.122,0.165
5522,2020-09-23,asian,18-34,9178,0.05,16,0.069,0.151
5523,2020-09-23,asian,35-49,8220,0.061,56,0.066,0.179
5524,2020-09-23,asian,50-64,7633,0.073,218,0.076,0.167
5525,2020-09-23,asian,65-79,3865,0.089,512,0.105,0.172
5526,2020-09-23,asian,80+,2480,0.128,1017,0.165,0.172
5527,2020-09-23,asian,all,33229,0.06,1820,0.122,0.157
5528,2020-09-23,black,0-17,1551,0.026,0,0.0,0.054
5529,2020-09-23,black,18+,21778,0.045,1157,0.077,0.061
5530,2020-09-23,black,18-34,7395,0.04,31,0.135,0.065
5531,2020-09-23,black,35-49,5136,0.038,52,0.061,0.059
5532,2020-09-23,black,50-64,5213,0.05,212,0.074,0.064
5533,2020-09-23,black,65-79,2761,0.064,427,0.087,0.055
5534,2020-09-23,black,80+,1273,0.065,435,0.071,0.048
5535,2020-09-23,black,all,23355,0.043,1157,0.077,0.06
5536,2020-09-23,cdph-other,0-17,6181,0.106,0,0.0,0.0
5537,2020-09-23,cdph-other,18+,49926,0.102,116,0.008,0.0
5538,2020-09-23,cdph-other,18-34,20643,0.111,2,0.009,0.0
5539,2020-09-23,cdph-other,35-49,14544,0.107,4,0.005,0.0
5540,2020-09-23,cdph-other,50-64,10347,0.098,21,0.007,0.0
5541,2020-09-23,cdph-other,65-79,3324,0.077,38,0.008,0.0
5542,2020-09-23,cdph-other,80+,1068,0.055,51,0.008,0.0
5543,2020-09-23,cdph-other,all,56134,0.102,116,0.008,0.0
5544,2020-09-23,latino,0-17,43099,0.736,1,0.5,0.479
5545,2020-09-23,latino,18+,291582,0.596,7281,0.485,0.363
5546,2020-09-23,latino,18-34,118287,0.637,160,0.6960000000000001,0.45
5547,2020-09-23,latino,35-49,86998,0.643,652,0.764,0.415
5548,2020-09-23,latino,50-64,60514,0.5750000000000001,1935,0.674,0.322
5549,2020-09-23,latino,65-79,19621,0.453,2498,0.511,0.218
5550,2020-09-23,latino,80+,6162,0.317,2036,0.331,0.196
5551,2020-09-23,latino,all,335051,0.611,7282,0.485,0.389
5552,2020-09-23,other,0-17,746,0.013,0,0.0,0.044
5553,2020-09-23,other,18+,6383,0.013,150,0.01,0.022
5554,2020-09-23,other,18-34,2491,0.013,2,0.008,0.032
5555,2020-09-23,other,35-49,1721,0.013,13,0.016,0.021
5556,2020-09-23,other,50-64,1373,0.013,22,0.007,0.017
5557,2020-09-23,other,65-79,582,0.014,53,0.01,0.015
5558,2020-09-23,other,80+,216,0.011,60,0.01,0.013
5559,2020-09-23,other,all,7131,0.013,150,0.01,0.027
5560,2020-09-23,white,0-17,5130,0.088,0,0.0,0.292
5561,2020-09-23,white,18+,88049,0.18,4474,0.298,0.388
5562,2020-09-23,white,18-34,27767,0.149,19,0.083,0.302
5563,2020-09-23,white,35-49,18742,0.138,76,0.089,0.325
5564,2020-09-23,white,50-64,20147,0.191,461,0.161,0.43
5565,2020-09-23,white,65-79,13128,0.303,1364,0.279,0.54
5566,2020-09-23,white,80+,8265,0.425,2554,0.415,0.5720000000000001
5567,2020-09-23,white,all,93258,0.17,4474,0.298,0.366
5568,2020-09-22,asian,0-17,1830,0.031,1,0.5,0.13
5569,2020-09-22,asian,18+,31197,0.064,1804,0.121,0.165
5570,2020-09-22,asian,18-34,9131,0.05,16,0.069,0.151
5571,2020-09-22,asian,35-49,8163,0.061,55,0.065,0.179
5572,2020-09-22,asian,50-64,7601,0.073,217,0.076,0.167
5573,2020-09-22,asian,65-79,3834,0.089,505,0.104,0.172
5574,2020-09-22,asian,80+,2468,0.128,1011,0.165,0.172
5575,2020-09-22,asian,all,33040,0.06,1805,0.121,0.157
5576,2020-09-22,black,0-17,1542,0.027,0,0.0,0.054
5577,2020-09-22,black,18+,21664,0.045,1151,0.077,0.061
5578,2020-09-22,black,18-34,7355,0.04,31,0.135,0.065
5579,2020-09-22,black,35-49,5110,0.038,52,0.061,0.059
5580,2020-09-22,black,50-64,5179,0.05,210,0.074,0.064
5581,2020-09-22,black,65-79,2751,0.064,423,0.087,0.055
5582,2020-09-22,black,80+,1269,0.066,435,0.071,0.048
5583,2020-09-22,black,all,23232,0.043,1151,0.077,0.06
5584,2020-09-22,cdph-other,0-17,6184,0.106,0,0.0,0.0
5585,2020-09-22,cdph-other,18+,49979,0.103,119,0.008,0.0
5586,2020-09-22,cdph-other,18-34,20657,0.112,2,0.009,0.0
5587,2020-09-22,cdph-other,35-49,14571,0.108,3,0.004,0.0
5588,2020-09-22,cdph-other,50-64,10373,0.099,22,0.008,0.0
5589,2020-09-22,cdph-other,65-79,3315,0.077,41,0.008,0.0
5590,2020-09-22,cdph-other,80+,1063,0.055,51,0.008,0.0
5591,2020-09-22,cdph-other,all,56189,0.103,119,0.008,0.0
5592,2020-09-22,latino,0-17,42740,0.735,1,0.5,0.479
5593,2020-09-22,latino,18+,289297,0.595,7222,0.485,0.363
5594,2020-09-22,latino,18-34,117399,0.636,160,0.6990000000000001,0.45
5595,2020-09-22,latino,35-49,86314,0.642,651,0.766,0.415
5596,2020-09-22,latino,50-64,59985,0.5740000000000001,1909,0.673,0.322
5597,2020-09-22,latino,65-79,19477,0.453,2479,0.511,0.218
5598,2020-09-22,latino,80+,6122,0.316,2023,0.331,0.196
5599,2020-09-22,latino,all,332405,0.61,7223,0.485,0.389
5600,2020-09-22,other,0-17,740,0.013,0,0.0,0.044
5601,2020-09-22,other,18+,6320,0.013,151,0.01,0.022
5602,2020-09-22,other,18-34,2464,0.013,2,0.008,0.032
5603,2020-09-22,other,35-49,1703,0.013,14,0.017,0.021
5604,2020-09-22,other,50-64,1360,0.013,21,0.007,0.017
5605,2020-09-22,other,65-79,575,0.014,53,0.011,0.015
5606,2020-09-22,other,80+,218,0.011,61,0.01,0.013
5607,2020-09-22,other,all,7062,0.013,151,0.01,0.027
5608,2020-09-22,white,0-17,5094,0.088,0,0.0,0.292
5609,2020-09-22,white,18+,87409,0.18,4440,0.298,0.388
5610,2020-09-22,white,18-34,27531,0.149,18,0.079,0.302
5611,2020-09-22,white,35-49,18625,0.138,75,0.088,0.325
5612,2020-09-22,white,50-64,20011,0.191,457,0.161,0.43
5613,2020-09-22,white,65-79,13034,0.303,1352,0.279,0.54
5614,2020-09-22,white,80+,8208,0.424,2538,0.415,0.5720000000000001
5615,2020-09-22,white,all,92581,0.17,4440,0.298,0.366
5616,2020-09-21,asian,0-17,1812,0.031,1,0.5,0.13
5617,2020-09-21,asian,18+,30994,0.064,1789,0.121,0.165
5618,2020-09-21,asian,18-34,9076,0.05,16,0.072,0.151
5619,2020-09-21,asian,35-49,8112,0.061,54,0.065,0.179
5620,2020-09-21,asian,50-64,7552,0.073,211,0.075,0.167
5621,2020-09-21,asian,65-79,3798,0.089,502,0.105,0.172
5622,2020-09-21,asian,80+,2456,0.128,1006,0.166,0.172
5623,2020-09-21,asian,all,32819,0.06,1790,0.121,0.157
5624,2020-09-21,black,0-17,1523,0.026,0,0.0,0.054
5625,2020-09-21,black,18+,21524,0.045,1140,0.077,0.061
5626,2020-09-21,black,18-34,7308,0.04,31,0.139,0.065
5627,2020-09-21,black,35-49,5085,0.038,51,0.061,0.059
5628,2020-09-21,black,50-64,5144,0.049,209,0.074,0.064
5629,2020-09-21,black,65-79,2729,0.064,414,0.086,0.055
5630,2020-09-21,black,80+,1258,0.066,435,0.072,0.048
5631,2020-09-21,black,all,23073,0.043,1140,0.077,0.06
5632,2020-09-21,cdph-other,0-17,6169,0.107,0,0.0,0.0
5633,2020-09-21,cdph-other,18+,49937,0.103,116,0.008,0.0
5634,2020-09-21,cdph-other,18-34,20625,0.112,2,0.009,0.0
5635,2020-09-21,cdph-other,35-49,14551,0.109,3,0.004,0.0
5636,2020-09-21,cdph-other,50-64,10367,0.1,22,0.008,0.0
5637,2020-09-21,cdph-other,65-79,3323,0.078,38,0.008,0.0
5638,2020-09-21,cdph-other,80+,1071,0.056,51,0.008,0.0
5639,2020-09-21,cdph-other,all,56130,0.104,116,0.008,0.0
5640,2020-09-21,latino,0-17,42481,0.735,1,0.5,0.479
5641,2020-09-21,latino,18+,287588,0.595,7135,0.485,0.363
5642,2020-09-21,latino,18-34,116730,0.636,152,0.682,0.45
5643,2020-09-21,latino,35-49,85831,0.641,643,0.766,0.415
5644,2020-09-21,latino,50-64,59605,0.5740000000000001,1892,0.673,0.322
5645,2020-09-21,latino,65-79,19341,0.453,2446,0.51,0.218
5646,2020-09-21,latino,80+,6081,0.317,2002,0.331,0.196
5647,2020-09-21,latino,all,330429,0.61,7136,0.485,0.389
5648,2020-09-21,other,0-17,735,0.013,0,0.0,0.044
5649,2020-09-21,other,18+,6271,0.013,148,0.01,0.022
5650,2020-09-21,other,18-34,2442,0.013,2,0.008,0.032
5651,2020-09-21,other,35-49,1692,0.013,14,0.017,0.021
5652,2020-09-21,other,50-64,1348,0.013,22,0.008,0.017
5653,2020-09-21,other,65-79,576,0.014,52,0.011,0.015
5654,2020-09-21,other,80+,213,0.011,58,0.01,0.013
5655,2020-09-21,other,all,7008,0.013,148,0.01,0.027
5656,2020-09-21,white,0-17,5058,0.088,0,0.0,0.292
5657,2020-09-21,white,18+,86896,0.18,4393,0.298,0.388
5658,2020-09-21,white,18-34,27368,0.149,20,0.09,0.302
5659,2020-09-21,white,35-49,18545,0.139,74,0.088,0.325
5660,2020-09-21,white,50-64,19909,0.192,454,0.162,0.43
5661,2020-09-21,white,65-79,12948,0.303,1343,0.28,0.54
5662,2020-09-21,white,80+,8126,0.423,2502,0.413,0.5720000000000001
5663,2020-09-21,white,all,92033,0.17,4393,0.298,0.366
5664,2020-09-20,asian,0-17,1803,0.031,1,0.5,0.13
5665,2020-09-20,asian,18+,30920,0.064,1785,0.121,0.165
5666,2020-09-20,asian,18-34,9050,0.05,16,0.072,0.151
5667,2020-09-20,asian,35-49,8089,0.061,54,0.065,0.179
5668,2020-09-20,asian,50-64,7539,0.073,210,0.075,0.167
5669,2020-09-20,asian,65-79,3790,0.089,501,0.105,0.172
5670,2020-09-20,asian,80+,2452,0.128,1004,0.166,0.172
5671,2020-09-20,asian,all,32736,0.06,1786,0.121,0.157
5672,2020-09-20,black,0-17,1524,0.026,0,0.0,0.054
5673,2020-09-20,black,18+,21464,0.045,1138,0.077,0.061
5674,2020-09-20,black,18-34,7292,0.04,31,0.14,0.065
5675,2020-09-20,black,35-49,5071,0.038,51,0.061,0.059
5676,2020-09-20,black,50-64,5126,0.049,209,0.074,0.064
5677,2020-09-20,black,65-79,2721,0.064,413,0.086,0.055
5678,2020-09-20,black,80+,1254,0.066,434,0.072,0.048
5679,2020-09-20,black,all,23014,0.043,1138,0.077,0.06
5680,2020-09-20,cdph-other,0-17,6119,0.106,0,0.0,0.0
5681,2020-09-20,cdph-other,18+,49754,0.103,116,0.008,0.0
5682,2020-09-20,cdph-other,18-34,20544,0.112,2,0.009,0.0
5683,2020-09-20,cdph-other,35-49,14502,0.109,3,0.004,0.0
5684,2020-09-20,cdph-other,50-64,10329,0.1,22,0.008,0.0
5685,2020-09-20,cdph-other,65-79,3308,0.078,38,0.008,0.0
5686,2020-09-20,cdph-other,80+,1071,0.056,51,0.008,0.0
5687,2020-09-20,cdph-other,all,55897,0.104,116,0.008,0.0
5688,2020-09-20,latino,0-17,42333,0.736,1,0.5,0.479
5689,2020-09-20,latino,18+,286950,0.595,7124,0.485,0.363
5690,2020-09-20,latino,18-34,116488,0.636,150,0.679,0.45
5691,2020-09-20,latino,35-49,85651,0.642,642,0.766,0.415
5692,2020-09-20,latino,50-64,59450,0.5740000000000001,1890,0.673,0.322
5693,2020-09-20,latino,65-79,19298,0.453,2444,0.51,0.218
5694,2020-09-20,latino,80+,6063,0.317,1998,0.331,0.196
5695,2020-09-20,latino,all,329643,0.611,7125,0.485,0.389
5696,2020-09-20,other,0-17,734,0.013,0,0.0,0.044
5697,2020-09-20,other,18+,6253,0.013,148,0.01,0.022
5698,2020-09-20,other,18-34,2437,0.013,2,0.01,0.032
5699,2020-09-20,other,35-49,1686,0.013,14,0.017,0.021
5700,2020-09-20,other,50-64,1343,0.013,22,0.008,0.017
5701,2020-09-20,other,65-79,574,0.014,52,0.011,0.015
5702,2020-09-20,other,80+,213,0.011,58,0.01,0.013
5703,2020-09-20,other,all,6989,0.013,148,0.01,0.027
5704,2020-09-20,white,0-17,5024,0.087,0,0.0,0.292
5705,2020-09-20,white,18+,86553,0.18,4382,0.298,0.388
5706,2020-09-20,white,18-34,27260,0.149,20,0.09,0.302
5707,2020-09-20,white,35-49,18479,0.138,74,0.088,0.325
5708,2020-09-20,white,50-64,19826,0.191,454,0.162,0.43
5709,2020-09-20,white,65-79,12896,0.303,1341,0.28,0.54
5710,2020-09-20,white,80+,8092,0.423,2493,0.413,0.5720000000000001
5711,2020-09-20,white,all,91656,0.17,4382,0.298,0.366
5712,2020-09-19,asian,0-17,1795,0.031,1,0.5,0.13
5713,2020-09-19,asian,18+,30777,0.064,1781,0.121,0.165
5714,2020-09-19,asian,18-34,9007,0.05,16,0.072,0.151
5715,2020-09-19,asian,35-49,8051,0.061,54,0.065,0.179
5716,2020-09-19,asian,50-64,7495,0.073,210,0.075,0.167
5717,2020-09-19,asian,65-79,3778,0.089,500,0.105,0.172
5718,2020-09-19,asian,80+,2446,0.128,1001,0.166,0.172
5719,2020-09-19,asian,all,32585,0.06,1782,0.121,0.157
5720,2020-09-19,black,0-17,1517,0.027,0,0.0,0.054
5721,2020-09-19,black,18+,21378,0.045,1134,0.077,0.061
5722,2020-09-19,black,18-34,7262,0.04,31,0.139,0.065
5723,2020-09-19,black,35-49,5051,0.038,51,0.061,0.059
5724,2020-09-19,black,50-64,5109,0.05,209,0.075,0.064
5725,2020-09-19,black,65-79,2708,0.064,409,0.086,0.055
5726,2020-09-19,black,80+,1248,0.065,434,0.072,0.048
5727,2020-09-19,black,all,22921,0.043,1134,0.077,0.06
5728,2020-09-19,cdph-other,0-17,6085,0.106,0,0.0,0.0
5729,2020-09-19,cdph-other,18+,49594,0.103,115,0.008,0.0
5730,2020-09-19,cdph-other,18-34,20460,0.112,2,0.009,0.0
5731,2020-09-19,cdph-other,35-49,14460,0.109,3,0.004,0.0
5732,2020-09-19,cdph-other,50-64,10304,0.1,23,0.008,0.0
5733,2020-09-19,cdph-other,65-79,3300,0.078,37,0.008,0.0
5734,2020-09-19,cdph-other,80+,1070,0.056,50,0.008,0.0
5735,2020-09-19,cdph-other,all,55702,0.104,115,0.008,0.0
5736,2020-09-19,latino,0-17,42101,0.736,1,0.5,0.479
5737,2020-09-19,latino,18+,285813,0.596,7119,0.485,0.363
5738,2020-09-19,latino,18-34,115997,0.637,153,0.686,0.45
5739,2020-09-19,latino,35-49,85312,0.642,642,0.766,0.415
5740,2020-09-19,latino,50-64,59231,0.5740000000000001,1885,0.673,0.322
5741,2020-09-19,latino,65-79,19230,0.453,2443,0.511,0.218
5742,2020-09-19,latino,80+,6043,0.317,1996,0.331,0.196
5743,2020-09-19,latino,all,328275,0.611,7120,0.485,0.389
5744,2020-09-19,other,0-17,729,0.013,0,0.0,0.044
5745,2020-09-19,other,18+,6194,0.013,148,0.01,0.022
5746,2020-09-19,other,18-34,2418,0.013,2,0.008,0.032
5747,2020-09-19,other,35-49,1667,0.013,14,0.017,0.021
5748,2020-09-19,other,50-64,1330,0.013,22,0.008,0.017
5749,2020-09-19,other,65-79,567,0.014,52,0.011,0.015
5750,2020-09-19,other,80+,212,0.011,58,0.01,0.013
5751,2020-09-19,other,all,6925,0.013,148,0.01,0.027
5752,2020-09-19,white,0-17,5002,0.087,0,0.0,0.292
5753,2020-09-19,white,18+,86121,0.179,4369,0.298,0.388
5754,2020-09-19,white,18-34,27084,0.149,19,0.085,0.302
5755,2020-09-19,white,35-49,18408,0.138,74,0.088,0.325
5756,2020-09-19,white,50-64,19727,0.191,452,0.161,0.43
5757,2020-09-19,white,65-79,12836,0.303,1337,0.28,0.54
5758,2020-09-19,white,80+,8066,0.423,2487,0.413,0.5720000000000001
5759,2020-09-19,white,all,91202,0.17,4369,0.298,0.366
5760,2020-09-17,asian,0-17,1757,0.031,1,0.333,0.13
5761,2020-09-17,asian,18+,30355,0.064,1760,0.122,0.165
5762,2020-09-17,asian,18-34,8851,0.049,15,0.07,0.151
5763,2020-09-17,asian,35-49,7941,0.061,53,0.065,0.179
5764,2020-09-17,asian,50-64,7406,0.073,208,0.075,0.167
5765,2020-09-17,asian,65-79,3736,0.089,491,0.104,0.172
5766,2020-09-17,asian,80+,2421,0.128,993,0.167,0.172
5767,2020-09-17,asian,all,32125,0.06,1761,0.122,0.157
5768,2020-09-17,black,0-17,1494,0.027,0,0.0,0.054
5769,2020-09-17,black,18+,21073,0.045,1113,0.077,0.061
5770,2020-09-17,black,18-34,7151,0.04,30,0.139,0.065
5771,2020-09-17,black,35-49,4981,0.038,50,0.061,0.059
5772,2020-09-17,black,50-64,5036,0.049,206,0.075,0.064
5773,2020-09-17,black,65-79,2668,0.064,402,0.085,0.055
5774,2020-09-17,black,80+,1237,0.066,425,0.071,0.048
5775,2020-09-17,black,all,22592,0.043,1113,0.077,0.06
5776,2020-09-17,cdph-other,0-17,6045,0.107,0,0.0,0.0
5777,2020-09-17,cdph-other,18+,49359,0.104,116,0.008,0.0
5778,2020-09-17,cdph-other,18-34,20357,0.113,2,0.009,0.0
5779,2020-09-17,cdph-other,35-49,14395,0.11,4,0.005,0.0
5780,2020-09-17,cdph-other,50-64,10257,0.101,22,0.008,0.0
5781,2020-09-17,cdph-other,65-79,3292,0.079,40,0.008,0.0
5782,2020-09-17,cdph-other,80+,1058,0.056,48,0.008,0.0
5783,2020-09-17,cdph-other,all,55427,0.105,116,0.008,0.0
5784,2020-09-17,latino,0-17,41337,0.735,2,0.667,0.479
5785,2020-09-17,latino,18+,281604,0.595,7009,0.485,0.363
5786,2020-09-17,latino,18-34,114232,0.636,149,0.6900000000000001,0.45
5787,2020-09-17,latino,35-49,84028,0.641,629,0.767,0.415
5788,2020-09-17,latino,50-64,58371,0.5730000000000001,1852,0.674,0.322
5789,2020-09-17,latino,65-79,18986,0.453,2413,0.511,0.218
5790,2020-09-17,latino,80+,5986,0.317,1966,0.33,0.196
5791,2020-09-17,latino,all,323301,0.61,7011,0.485,0.389
5792,2020-09-17,other,0-17,718,0.013,0,0.0,0.044
5793,2020-09-17,other,18+,6072,0.013,143,0.01,0.022
5794,2020-09-17,other,18-34,2371,0.013,2,0.01,0.032
5795,2020-09-17,other,35-49,1633,0.013,11,0.014,0.021
5796,2020-09-17,other,50-64,1303,0.013,21,0.007,0.017
5797,2020-09-17,other,65-79,559,0.014,53,0.012,0.015
5798,2020-09-17,other,80+,206,0.011,56,0.009,0.013
5799,2020-09-17,other,all,6792,0.013,143,0.01,0.027
5800,2020-09-17,white,0-17,4901,0.087,0,0.0,0.292
5801,2020-09-17,white,18+,84834,0.179,4316,0.299,0.388
5802,2020-09-17,white,18-34,26583,0.148,18,0.083,0.302
5803,2020-09-17,white,35-49,18181,0.139,73,0.089,0.325
5804,2020-09-17,white,50-64,19431,0.191,440,0.16,0.43
5805,2020-09-17,white,65-79,12664,0.302,1322,0.28,0.54
5806,2020-09-17,white,80+,7975,0.422,2463,0.414,0.5720000000000001
5807,2020-09-17,white,all,89819,0.169,4316,0.298,0.366
5808,2020-09-16,asian,0-17,1735,0.031,1,0.333,0.13
5809,2020-09-16,asian,18+,30130,0.064,1741,0.121,0.165
5810,2020-09-16,asian,18-34,8777,0.049,16,0.075,0.151
5811,2020-09-16,asian,35-49,7894,0.061,53,0.066,0.179
5812,2020-09-16,asian,50-64,7355,0.073,206,0.076,0.167
5813,2020-09-16,asian,65-79,3709,0.089,487,0.103,0.172
5814,2020-09-16,asian,80+,2395,0.128,979,0.166,0.172
5815,2020-09-16,asian,all,31878,0.06,1742,0.121,0.157
5816,2020-09-16,black,0-17,1483,0.027,0,0.0,0.054
5817,2020-09-16,black,18+,20946,0.045,1113,0.078,0.061
5818,2020-09-16,black,18-34,7100,0.04,30,0.139,0.065
5819,2020-09-16,black,35-49,4955,0.038,50,0.062,0.059
5820,2020-09-16,black,50-64,5009,0.05,204,0.075,0.064
5821,2020-09-16,black,65-79,2657,0.064,404,0.086,0.055
5822,2020-09-16,black,80+,1225,0.065,425,0.072,0.048
5823,2020-09-16,black,all,22454,0.043,1113,0.078,0.06
5824,2020-09-16,cdph-other,0-17,6036,0.108,0,0.0,0.0
5825,2020-09-16,cdph-other,18+,49406,0.105,112,0.008,0.0
5826,2020-09-16,cdph-other,18-34,20383,0.114,2,0.009,0.0
5827,2020-09-16,cdph-other,35-49,14412,0.111,3,0.004,0.0
5828,2020-09-16,cdph-other,50-64,10261,0.101,22,0.008,0.0
5829,2020-09-16,cdph-other,65-79,3301,0.079,38,0.008,0.0
5830,2020-09-16,cdph-other,80+,1049,0.056,47,0.008,0.0
5831,2020-09-16,cdph-other,all,55465,0.105,112,0.008,0.0
5832,2020-09-16,latino,0-17,40926,0.734,2,0.667,0.479
5833,2020-09-16,latino,18+,279407,0.594,6965,0.485,0.363
5834,2020-09-16,latino,18-34,113282,0.636,148,0.685,0.45
5835,2020-09-16,latino,35-49,83359,0.64,622,0.77,0.415
5836,2020-09-16,latino,50-64,57958,0.5730000000000001,1836,0.674,0.322
5837,2020-09-16,latino,65-79,18853,0.452,2398,0.511,0.218
5838,2020-09-16,latino,80+,5954,0.318,1961,0.332,0.196
5839,2020-09-16,latino,all,320694,0.609,6967,0.485,0.389
5840,2020-09-16,other,0-17,705,0.013,0,0.0,0.044
5841,2020-09-16,other,18+,5999,0.013,140,0.01,0.022
5842,2020-09-16,other,18-34,2339,0.013,2,0.01,0.032
5843,2020-09-16,other,35-49,1616,0.013,10,0.012,0.021
5844,2020-09-16,other,50-64,1289,0.013,22,0.008,0.017
5845,2020-09-16,other,65-79,550,0.014,50,0.01,0.015
5846,2020-09-16,other,80+,205,0.011,56,0.009,0.013
5847,2020-09-16,other,all,6706,0.013,140,0.01,0.027
5848,2020-09-16,white,0-17,4878,0.087,0,0.0,0.292
5849,2020-09-16,white,18+,84242,0.179,4281,0.298,0.388
5850,2020-09-16,white,18-34,26350,0.148,18,0.083,0.302
5851,2020-09-16,white,35-49,18078,0.139,70,0.087,0.325
5852,2020-09-16,white,50-64,19306,0.191,434,0.159,0.43
5853,2020-09-16,white,65-79,12596,0.302,1317,0.281,0.54
5854,2020-09-16,white,80+,7912,0.422,2442,0.413,0.5720000000000001
5855,2020-09-16,white,all,89200,0.169,4281,0.298,0.366
5856,2020-09-15,asian,0-17,1725,0.031,1,0.333,0.13
5857,2020-09-15,asian,18+,29909,0.064,1730,0.121,0.165
5858,2020-09-15,asian,18-34,8709,0.049,15,0.071,0.151
5859,2020-09-15,asian,35-49,7836,0.061,53,0.066,0.179
5860,2020-09-15,asian,50-64,7301,0.073,206,0.076,0.167
5861,2020-09-15,asian,65-79,3677,0.088,484,0.103,0.172
5862,2020-09-15,asian,80+,2386,0.128,972,0.165,0.172
5863,2020-09-15,asian,all,31647,0.06,1731,0.121,0.157
5864,2020-09-15,black,0-17,1468,0.027,0,0.0,0.054
5865,2020-09-15,black,18+,20852,0.045,1101,0.077,0.061
5866,2020-09-15,black,18-34,7069,0.04,29,0.137,0.065
5867,2020-09-15,black,35-49,4923,0.038,49,0.061,0.059
5868,2020-09-15,black,50-64,4990,0.05,201,0.074,0.064
5869,2020-09-15,black,65-79,2649,0.064,399,0.086,0.055
5870,2020-09-15,black,80+,1221,0.066,423,0.072,0.048
5871,2020-09-15,black,all,22345,0.043,1101,0.077,0.06
5872,2020-09-15,cdph-other,0-17,6066,0.11,0,0.0,0.0
5873,2020-09-15,cdph-other,18+,49555,0.106,110,0.008,0.0
5874,2020-09-15,cdph-other,18-34,20450,0.116,2,0.009,0.0
5875,2020-09-15,cdph-other,35-49,14473,0.112,3,0.004,0.0
5876,2020-09-15,cdph-other,50-64,10282,0.102,22,0.008,0.0
5877,2020-09-15,cdph-other,65-79,3303,0.08,37,0.008,0.0
5878,2020-09-15,cdph-other,80+,1047,0.056,46,0.008,0.0
5879,2020-09-15,cdph-other,all,55644,0.106,110,0.008,0.0
5880,2020-09-15,latino,0-17,40559,0.733,2,0.667,0.479
5881,2020-09-15,latino,18+,277100,0.593,6936,0.486,0.363
5882,2020-09-15,latino,18-34,112259,0.634,146,0.6890000000000001,0.45
5883,2020-09-15,latino,35-49,82697,0.639,621,0.77,0.415
5884,2020-09-15,latino,50-64,57498,0.5720000000000001,1828,0.675,0.322
5885,2020-09-15,latino,65-79,18730,0.452,2390,0.513,0.218
5886,2020-09-15,latino,80+,5916,0.318,1951,0.332,0.196
5887,2020-09-15,latino,all,318025,0.608,6939,0.486,0.389
5888,2020-09-15,other,0-17,691,0.013,0,0.0,0.044
5889,2020-09-15,other,18+,5895,0.013,140,0.01,0.022
5890,2020-09-15,other,18-34,2300,0.013,2,0.01,0.032
5891,2020-09-15,other,35-49,1593,0.013,10,0.012,0.021
5892,2020-09-15,other,50-64,1265,0.013,22,0.008,0.017
5893,2020-09-15,other,65-79,538,0.013,50,0.011,0.015
5894,2020-09-15,other,80+,199,0.011,56,0.009,0.013
5895,2020-09-15,other,all,6588,0.013,140,0.01,0.027
5896,2020-09-15,white,0-17,4845,0.088,0,0.0,0.292
5897,2020-09-15,white,18+,83692,0.179,4243,0.298,0.388
5898,2020-09-15,white,18-34,26154,0.148,18,0.085,0.302
5899,2020-09-15,white,35-49,17980,0.139,70,0.087,0.325
5900,2020-09-15,white,50-64,19194,0.191,428,0.158,0.43
5901,2020-09-15,white,65-79,12517,0.302,1303,0.279,0.54
5902,2020-09-15,white,80+,7847,0.422,2424,0.413,0.5720000000000001
5903,2020-09-15,white,all,88615,0.169,4243,0.297,0.366
5904,2020-09-14,asian,0-17,1716,0.031,1,0.333,0.13
5905,2020-09-14,asian,18+,29713,0.064,1712,0.122,0.165
5906,2020-09-14,asian,18-34,8646,0.049,15,0.071,0.151
5907,2020-09-14,asian,35-49,7793,0.061,52,0.065,0.179
5908,2020-09-14,asian,50-64,7252,0.073,205,0.077,0.167
5909,2020-09-14,asian,65-79,3659,0.089,477,0.103,0.172
5910,2020-09-14,asian,80+,2363,0.128,963,0.166,0.172
