,date,race,age,confirmed_cases_total,confirmed_cases_percent,deaths_total,deaths_percent,population_percent
5911,2020-09-14,asian,all,31442,0.061,1713,0.122,0.157
5912,2020-09-14,black,0-17,1458,0.027,0,0.0,0.054
5913,2020-09-14,black,18+,20733,0.045,1090,0.077,0.061
5914,2020-09-14,black,18-34,7033,0.04,29,0.138,0.065
5915,2020-09-14,black,35-49,4897,0.038,49,0.061,0.059
5916,2020-09-14,black,50-64,4958,0.05,199,0.074,0.064
5917,2020-09-14,black,65-79,2633,0.064,394,0.086,0.055
5918,2020-09-14,black,80+,1212,0.066,419,0.072,0.048
5919,2020-09-14,black,all,22216,0.043,1090,0.077,0.06
5920,2020-09-14,cdph-other,0-17,6089,0.111,0,0.0,0.0
5921,2020-09-14,cdph-other,18+,49579,0.107,110,0.008,0.0
5922,2020-09-14,cdph-other,18-34,20451,0.116,2,0.01,0.0
5923,2020-09-14,cdph-other,35-49,14504,0.113,3,0.004,0.0
5924,2020-09-14,cdph-other,50-64,10271,0.103,23,0.009,0.0
5925,2020-09-14,cdph-other,65-79,3303,0.08,36,0.008,0.0
5926,2020-09-14,cdph-other,80+,1050,0.057,46,0.008,0.0
5927,2020-09-14,cdph-other,all,55690,0.107,110,0.008,0.0
5928,2020-09-14,latino,0-17,40228,0.732,2,0.667,0.479
5929,2020-09-14,latino,18+,275183,0.593,6847,0.486,0.363
5930,2020-09-14,latino,18-34,111494,0.634,145,0.6900000000000001,0.45
5931,2020-09-14,latino,35-49,82132,0.638,615,0.77,0.415
5932,2020-09-14,latino,50-64,57088,0.5710000000000001,1804,0.674,0.322
5933,2020-09-14,latino,65-79,18598,0.452,2361,0.513,0.218
5934,2020-09-14,latino,80+,5871,0.318,1922,0.332,0.196
5935,2020-09-14,latino,all,315777,0.608,6850,0.486,0.389
5936,2020-09-14,other,0-17,676,0.013,0,0.0,0.044
5937,2020-09-14,other,18+,5830,0.012,141,0.01,0.022
5938,2020-09-14,other,18-34,2272,0.013,2,0.01,0.032
5939,2020-09-14,other,35-49,1570,0.013,11,0.014,0.021
5940,2020-09-14,other,50-64,1261,0.013,22,0.008,0.017
5941,2020-09-14,other,65-79,528,0.013,49,0.01,0.015
5942,2020-09-14,other,80+,199,0.011,57,0.01,0.013
5943,2020-09-14,other,all,6508,0.012,141,0.01,0.027
5944,2020-09-14,white,0-17,4808,0.087,0,0.0,0.292
5945,2020-09-14,white,18+,83070,0.179,4182,0.297,0.388
5946,2020-09-14,white,18-34,25932,0.147,17,0.081,0.302
5947,2020-09-14,white,35-49,17871,0.139,69,0.086,0.325
5948,2020-09-14,white,50-64,19080,0.191,423,0.158,0.43
5949,2020-09-14,white,65-79,12427,0.302,1283,0.279,0.54
5950,2020-09-14,white,80+,7760,0.42,2390,0.412,0.5720000000000001
5951,2020-09-14,white,all,87952,0.169,4182,0.297,0.366
5952,2020-09-13,asian,0-17,1707,0.031,1,0.333,0.13
5953,2020-09-13,asian,18+,29634,0.064,1710,0.122,0.165
5954,2020-09-13,asian,18-34,8627,0.049,15,0.071,0.151
5955,2020-09-13,asian,35-49,7776,0.061,52,0.065,0.179
5956,2020-09-13,asian,50-64,7225,0.073,204,0.077,0.167
5957,2020-09-13,asian,65-79,3647,0.088,477,0.104,0.172
5958,2020-09-13,asian,80+,2359,0.128,962,0.166,0.172
5959,2020-09-13,asian,all,31354,0.061,1711,0.122,0.157
5960,2020-09-13,black,0-17,1451,0.026,0,0.0,0.054
5961,2020-09-13,black,18+,20690,0.045,1091,0.078,0.061
5962,2020-09-13,black,18-34,7017,0.04,29,0.138,0.065
5963,2020-09-13,black,35-49,4886,0.038,49,0.061,0.059
5964,2020-09-13,black,50-64,4944,0.05,199,0.075,0.064
5965,2020-09-13,black,65-79,2631,0.064,394,0.086,0.055
5966,2020-09-13,black,80+,1212,0.066,420,0.073,0.048
5967,2020-09-13,black,all,22166,0.043,1091,0.078,0.06
5968,2020-09-13,cdph-other,0-17,6055,0.11,0,0.0,0.0
5969,2020-09-13,cdph-other,18+,49444,0.107,110,0.008,0.0
5970,2020-09-13,cdph-other,18-34,20394,0.116,2,0.01,0.0
5971,2020-09-13,cdph-other,35-49,14478,0.113,3,0.004,0.0
5972,2020-09-13,cdph-other,50-64,10231,0.103,22,0.008,0.0
5973,2020-09-13,cdph-other,65-79,3289,0.08,35,0.008,0.0
5974,2020-09-13,cdph-other,80+,1052,0.057,48,0.008,0.0
5975,2020-09-13,cdph-other,all,55521,0.107,110,0.008,0.0
5976,2020-09-13,latino,0-17,40118,0.732,2,0.667,0.479
5977,2020-09-13,latino,18+,274534,0.593,6821,0.486,0.363
5978,2020-09-13,latino,18-34,111211,0.634,145,0.6900000000000001,0.45
5979,2020-09-13,latino,35-49,81952,0.638,615,0.77,0.415
5980,2020-09-13,latino,50-64,56958,0.5720000000000001,1789,0.674,0.322
5981,2020-09-13,latino,65-79,18557,0.452,2356,0.513,0.218
5982,2020-09-13,latino,80+,5856,0.318,1916,0.331,0.196
5983,2020-09-13,latino,all,315026,0.608,6824,0.486,0.389
5984,2020-09-13,other,0-17,677,0.013,0,0.0,0.044
5985,2020-09-13,other,18+,5830,0.012,140,0.01,0.022
5986,2020-09-13,other,18-34,2272,0.013,2,0.01,0.032
5987,2020-09-13,other,35-49,1568,0.013,11,0.014,0.021
5988,2020-09-13,other,50-64,1262,0.013,22,0.008,0.017
5989,2020-09-13,other,65-79,528,0.013,48,0.01,0.015
5990,2020-09-13,other,80+,200,0.011,57,0.01,0.013
5991,2020-09-13,other,all,6509,0.013,140,0.01,0.027
5992,2020-09-13,white,0-17,4791,0.087,0,0.0,0.292
5993,2020-09-13,white,18+,82818,0.179,4164,0.297,0.388
5994,2020-09-13,white,18-34,25830,0.147,17,0.081,0.302
5995,2020-09-13,white,35-49,17825,0.139,69,0.086,0.325
5996,2020-09-13,white,50-64,19022,0.191,420,0.158,0.43
5997,2020-09-13,white,65-79,12399,0.302,1279,0.279,0.54
5998,2020-09-13,white,80+,7742,0.42,2379,0.411,0.5720000000000001
5999,2020-09-13,white,all,87683,0.169,4164,0.297,0.366
6000,2020-09-12,asian,0-17,1696,0.031,1,0.333,0.13
6001,2020-09-12,asian,18+,29463,0.064,1709,0.122,0.165
6002,2020-09-12,asian,18-34,8554,0.049,15,0.071,0.151
6003,2020-09-12,asian,35-49,7721,0.06,52,0.066,0.179
6004,2020-09-12,asian,50-64,7205,0.073,204,0.076,0.167
6005,2020-09-12,asian,65-79,3633,0.088,478,0.104,0.172
6006,2020-09-12,asian,80+,2350,0.128,960,0.166,0.172
6007,2020-09-12,asian,all,31172,0.061,1710,0.122,0.157
6008,2020-09-12,black,0-17,1443,0.026,0,0.0,0.054
6009,2020-09-12,black,18+,20622,0.045,1092,0.078,0.061
6010,2020-09-12,black,18-34,6994,0.04,30,0.141,0.065
6011,2020-09-12,black,35-49,4871,0.038,49,0.062,0.059
6012,2020-09-12,black,50-64,4923,0.05,199,0.075,0.064
6013,2020-09-12,black,65-79,2623,0.064,394,0.086,0.055
6014,2020-09-12,black,80+,1211,0.066,420,0.073,0.048
6015,2020-09-12,black,all,22091,0.043,1092,0.078,0.06
6016,2020-09-12,cdph-other,0-17,6042,0.111,0,0.0,0.0
6017,2020-09-12,cdph-other,18+,49323,0.107,110,0.008,0.0
6018,2020-09-12,cdph-other,18-34,20332,0.117,2,0.009,0.0
6019,2020-09-12,cdph-other,35-49,14465,0.113,3,0.004,0.0
6020,2020-09-12,cdph-other,50-64,10206,0.103,22,0.008,0.0
6021,2020-09-12,cdph-other,65-79,3275,0.08,35,0.008,0.0
6022,2020-09-12,cdph-other,80+,1045,0.057,48,0.008,0.0
6023,2020-09-12,cdph-other,all,55387,0.107,110,0.008,0.0
6024,2020-09-12,latino,0-17,39880,0.732,2,0.667,0.479
6025,2020-09-12,latino,18+,273327,0.593,6821,0.486,0.363
6026,2020-09-12,latino,18-34,110704,0.634,147,0.6900000000000001,0.45
6027,2020-09-12,latino,35-49,81567,0.638,612,0.77,0.415
6028,2020-09-12,latino,50-64,56728,0.5720000000000001,1790,0.673,0.322
6029,2020-09-12,latino,65-79,18488,0.452,2354,0.513,0.218
6030,2020-09-12,latino,80+,5840,0.318,1918,0.332,0.196
6031,2020-09-12,latino,all,313582,0.608,6824,0.486,0.389
6032,2020-09-12,other,0-17,664,0.013,0,0.0,0.044
6033,2020-09-12,other,18+,5773,0.012,140,0.01,0.022
6034,2020-09-12,other,18-34,2247,0.013,2,0.01,0.032
6035,2020-09-12,other,35-49,1552,0.012,10,0.013,0.021
6036,2020-09-12,other,50-64,1254,0.013,22,0.008,0.017
6037,2020-09-12,other,65-79,520,0.012,49,0.01,0.015
6038,2020-09-12,other,80+,200,0.011,57,0.01,0.013
6039,2020-09-12,other,all,6439,0.013,140,0.01,0.027
6040,2020-09-12,white,0-17,4765,0.087,0,0.0,0.292
6041,2020-09-12,white,18+,82445,0.179,4165,0.297,0.388
6042,2020-09-12,white,18-34,25687,0.147,17,0.08,0.302
6043,2020-09-12,white,35-49,17756,0.139,69,0.087,0.325
6044,2020-09-12,white,50-64,18927,0.191,421,0.158,0.43
6045,2020-09-12,white,65-79,12357,0.302,1279,0.279,0.54
6046,2020-09-12,white,80+,7718,0.42,2379,0.411,0.5720000000000001
6047,2020-09-12,white,all,87284,0.169,4165,0.297,0.366
6048,2020-09-11,asian,0-17,1674,0.031,1,0.333,0.13
6049,2020-09-11,asian,18+,29248,0.064,1699,0.122,0.165
6050,2020-09-11,asian,18-34,8475,0.049,15,0.072,0.151
6051,2020-09-11,asian,35-49,7658,0.06,52,0.066,0.179
6052,2020-09-11,asian,50-64,7164,0.073,203,0.077,0.167
6053,2020-09-11,asian,65-79,3605,0.088,472,0.104,0.172
6054,2020-09-11,asian,80+,2346,0.128,957,0.167,0.172
6055,2020-09-11,asian,all,30935,0.061,1700,0.122,0.157
6056,2020-09-11,black,0-17,1419,0.026,0,0.0,0.054
6057,2020-09-11,black,18+,20445,0.045,1072,0.077,0.061
6058,2020-09-11,black,18-34,6928,0.04,29,0.139,0.065
6059,2020-09-11,black,35-49,4832,0.038,47,0.06,0.059
6060,2020-09-11,black,50-64,4884,0.05,193,0.073,0.064
6061,2020-09-11,black,65-79,2599,0.064,387,0.085,0.055
6062,2020-09-11,black,80+,1202,0.066,416,0.072,0.048
6063,2020-09-11,black,all,21889,0.043,1072,0.077,0.06
6064,2020-09-11,cdph-other,0-17,6025,0.112,0,0.0,0.0
6065,2020-09-11,cdph-other,18+,49286,0.108,115,0.008,0.0
6066,2020-09-11,cdph-other,18-34,20301,0.117,2,0.01,0.0
6067,2020-09-11,cdph-other,35-49,14440,0.114,4,0.005,0.0
6068,2020-09-11,cdph-other,50-64,10223,0.104,22,0.008,0.0
6069,2020-09-11,cdph-other,65-79,3278,0.081,38,0.008,0.0
6070,2020-09-11,cdph-other,80+,1044,0.057,49,0.009,0.0
6071,2020-09-11,cdph-other,all,55335,0.108,116,0.008,0.0
6072,2020-09-11,latino,0-17,39502,0.732,2,0.667,0.479
6073,2020-09-11,latino,18+,271163,0.593,6758,0.486,0.363
6074,2020-09-11,latino,18-34,109785,0.634,143,0.6880000000000001,0.45
6075,2020-09-11,latino,35-49,80913,0.637,609,0.772,0.415
6076,2020-09-11,latino,50-64,56332,0.5710000000000001,1773,0.673,0.322
6077,2020-09-11,latino,65-79,18337,0.452,2336,0.513,0.218
6078,2020-09-11,latino,80+,5796,0.318,1897,0.331,0.196
6079,2020-09-11,latino,all,311044,0.607,6761,0.486,0.389
6080,2020-09-11,other,0-17,652,0.013,0,0.0,0.044
6081,2020-09-11,other,18+,5697,0.012,138,0.01,0.022
6082,2020-09-11,other,18-34,2219,0.012,2,0.01,0.032
6083,2020-09-11,other,35-49,1533,0.012,9,0.012,0.021
6084,2020-09-11,other,50-64,1235,0.013,22,0.008,0.017
6085,2020-09-11,other,65-79,511,0.012,48,0.01,0.015
6086,2020-09-11,other,80+,199,0.011,57,0.01,0.013
6087,2020-09-11,other,all,6351,0.012,138,0.01,0.027
6088,2020-09-11,white,0-17,4720,0.087,0,0.0,0.292
6089,2020-09-11,white,18+,81759,0.179,4136,0.297,0.388
6090,2020-09-11,white,18-34,25422,0.147,17,0.082,0.302
6091,2020-09-11,white,35-49,17632,0.139,68,0.086,0.325
6092,2020-09-11,white,50-64,18767,0.19,420,0.16,0.43
6093,2020-09-11,white,65-79,12275,0.302,1269,0.279,0.54
6094,2020-09-11,white,80+,7663,0.42,2362,0.412,0.5720000000000001
6095,2020-09-11,white,all,86555,0.169,4136,0.297,0.366
6096,2020-09-10,asian,0-17,1644,0.031,1,0.333,0.13
6097,2020-09-10,asian,18+,28946,0.064,1666,0.12,0.165
6098,2020-09-10,asian,18-34,8384,0.049,15,0.072,0.151
6099,2020-09-10,asian,35-49,7583,0.06,51,0.065,0.179
6100,2020-09-10,asian,50-64,7101,0.073,200,0.077,0.167
6101,2020-09-10,asian,65-79,3574,0.088,466,0.104,0.172
6102,2020-09-10,asian,80+,2304,0.127,934,0.164,0.172
6103,2020-09-10,asian,all,30603,0.061,1667,0.12,0.157
6104,2020-09-10,black,0-17,1411,0.026,0,0.0,0.054
6105,2020-09-10,black,18+,20288,0.045,1068,0.077,0.061
6106,2020-09-10,black,18-34,6869,0.04,29,0.14,0.065
6107,2020-09-10,black,35-49,4795,0.038,47,0.06,0.059
6108,2020-09-10,black,50-64,4848,0.05,192,0.074,0.064
6109,2020-09-10,black,65-79,2580,0.064,386,0.086,0.055
6110,2020-09-10,black,80+,1196,0.066,414,0.073,0.048
6111,2020-09-10,black,all,21724,0.043,1068,0.077,0.06
6112,2020-09-10,cdph-other,0-17,6000,0.112,0,0.0,0.0
6113,2020-09-10,cdph-other,18+,49266,0.109,159,0.012,0.0
6114,2020-09-10,cdph-other,18-34,20275,0.118,2,0.01,0.0
6115,2020-09-10,cdph-other,35-49,14423,0.114,4,0.005,0.0
6116,2020-09-10,cdph-other,50-64,10209,0.104,24,0.009,0.0
6117,2020-09-10,cdph-other,65-79,3289,0.082,55,0.012,0.0
6118,2020-09-10,cdph-other,80+,1070,0.059,74,0.013,0.0
6119,2020-09-10,cdph-other,all,55289,0.109,160,0.012,0.0
6120,2020-09-10,latino,0-17,39133,0.731,2,0.667,0.479
6121,2020-09-10,latino,18+,268862,0.592,6683,0.484,0.363
6122,2020-09-10,latino,18-34,108844,0.634,143,0.6910000000000001,0.45
6123,2020-09-10,latino,35-49,80231,0.636,603,0.772,0.415
6124,2020-09-10,latino,50-64,55844,0.5710000000000001,1752,0.672,0.322
6125,2020-09-10,latino,65-79,18182,0.451,2305,0.511,0.218
6126,2020-09-10,latino,80+,5761,0.318,1880,0.33,0.196
6127,2020-09-10,latino,all,308367,0.607,6686,0.484,0.389
6128,2020-09-10,other,0-17,636,0.012,0,0.0,0.044
6129,2020-09-10,other,18+,5619,0.012,137,0.01,0.022
6130,2020-09-10,other,18-34,2183,0.012,2,0.01,0.032
6131,2020-09-10,other,35-49,1513,0.012,8,0.011,0.021
6132,2020-09-10,other,50-64,1218,0.013,22,0.008,0.017
6133,2020-09-10,other,65-79,506,0.012,47,0.01,0.015
6134,2020-09-10,other,80+,199,0.011,58,0.01,0.013
6135,2020-09-10,other,all,6257,0.012,137,0.01,0.027
6136,2020-09-10,white,0-17,4685,0.088,0,0.0,0.292
6137,2020-09-10,white,18+,81076,0.179,4088,0.296,0.388
6138,2020-09-10,white,18-34,25144,0.146,16,0.077,0.302
6139,2020-09-10,white,35-49,17521,0.139,68,0.087,0.325
6140,2020-09-10,white,50-64,18636,0.19,416,0.16,0.43
6141,2020-09-10,white,65-79,12169,0.302,1250,0.277,0.54
6142,2020-09-10,white,80+,7606,0.419,2338,0.41,0.5720000000000001
6143,2020-09-10,white,all,85834,0.169,4088,0.296,0.366
6144,2020-09-09,asian,0-17,1630,0.031,1,0.333,0.13
6145,2020-09-09,asian,18+,28687,0.064,1655,0.121,0.165
6146,2020-09-09,asian,18-34,8287,0.049,15,0.074,0.151
6147,2020-09-09,asian,35-49,7516,0.06,50,0.065,0.179
6148,2020-09-09,asian,50-64,7044,0.073,198,0.077,0.167
6149,2020-09-09,asian,65-79,3546,0.088,461,0.103,0.172
6150,2020-09-09,asian,80+,2294,0.127,931,0.165,0.172
6151,2020-09-09,asian,all,30330,0.061,1656,0.121,0.157
6152,2020-09-09,black,0-17,1402,0.026,0,0.0,0.054
6153,2020-09-09,black,18+,20147,0.045,1059,0.077,0.061
6154,2020-09-09,black,18-34,6811,0.04,29,0.141,0.065
6155,2020-09-09,black,35-49,4763,0.038,48,0.063,0.059
6156,2020-09-09,black,50-64,4823,0.05,190,0.074,0.064
6157,2020-09-09,black,65-79,2561,0.064,381,0.085,0.055
6158,2020-09-09,black,80+,1189,0.066,411,0.073,0.048
6159,2020-09-09,black,all,21575,0.043,1059,0.077,0.06
6160,2020-09-09,cdph-other,0-17,6016,0.113,0,0.0,0.0
6161,2020-09-09,cdph-other,18+,49386,0.11,158,0.012,0.0
6162,2020-09-09,cdph-other,18-34,20278,0.119,2,0.01,0.0
6163,2020-09-09,cdph-other,35-49,14488,0.116,4,0.004,0.0
6164,2020-09-09,cdph-other,50-64,10241,0.105,23,0.009,0.0
6165,2020-09-09,cdph-other,65-79,3300,0.082,55,0.012,0.0
6166,2020-09-09,cdph-other,80+,1079,0.06,74,0.013,0.0
6167,2020-09-09,cdph-other,all,55425,0.11,159,0.012,0.0
6168,2020-09-09,latino,0-17,38711,0.73,2,0.667,0.479
6169,2020-09-09,latino,18+,266285,0.591,6634,0.485,0.363
6170,2020-09-09,latino,18-34,107731,0.633,141,0.6880000000000001,0.45
6171,2020-09-09,latino,35-49,79468,0.635,601,0.772,0.415
6172,2020-09-09,latino,50-64,55335,0.5700000000000001,1735,0.672,0.322
6173,2020-09-09,latino,65-79,18025,0.451,2289,0.512,0.218
6174,2020-09-09,latino,80+,5726,0.317,1868,0.331,0.196
6175,2020-09-09,latino,all,305364,0.606,6637,0.485,0.389
6176,2020-09-09,other,0-17,618,0.011,0,0.0,0.044
6177,2020-09-09,other,18+,5514,0.012,135,0.01,0.022
6178,2020-09-09,other,18-34,2148,0.012,2,0.01,0.032
6179,2020-09-09,other,35-49,1484,0.012,8,0.011,0.021
6180,2020-09-09,other,50-64,1193,0.013,22,0.008,0.017
6181,2020-09-09,other,65-79,494,0.012,46,0.01,0.015
6182,2020-09-09,other,80+,195,0.011,57,0.01,0.013
6183,2020-09-09,other,all,6135,0.012,135,0.01,0.027
6184,2020-09-09,white,0-17,4646,0.088,0,0.0,0.292
6185,2020-09-09,white,18+,80406,0.179,4045,0.296,0.388
6186,2020-09-09,white,18-34,24864,0.146,16,0.078,0.302
6187,2020-09-09,white,35-49,17387,0.139,68,0.087,0.325
6188,2020-09-09,white,50-64,18512,0.191,412,0.16,0.43
6189,2020-09-09,white,65-79,12084,0.302,1238,0.277,0.54
6190,2020-09-09,white,80+,7559,0.419,2311,0.409,0.5720000000000001
6191,2020-09-09,white,all,85124,0.169,4045,0.295,0.366
6192,2020-09-08,asian,0-17,1617,0.031,1,0.333,0.13
6193,2020-09-08,asian,18+,28483,0.064,1645,0.121,0.165
6194,2020-09-08,asian,18-34,8214,0.049,15,0.074,0.151
6195,2020-09-08,asian,35-49,7462,0.06,50,0.065,0.179
6196,2020-09-08,asian,50-64,7003,0.073,196,0.077,0.167
6197,2020-09-08,asian,65-79,3522,0.088,459,0.103,0.172
6198,2020-09-08,asian,80+,2282,0.127,925,0.165,0.172
6199,2020-09-08,asian,all,30113,0.061,1646,0.121,0.157
6200,2020-09-08,black,0-17,1386,0.026,0,0.0,0.054
6201,2020-09-08,black,18+,20022,0.045,1049,0.077,0.061
6202,2020-09-08,black,18-34,6772,0.04,28,0.139,0.065
6203,2020-09-08,black,35-49,4742,0.038,48,0.063,0.059
6204,2020-09-08,black,50-64,4784,0.05,186,0.073,0.064
6205,2020-09-08,black,65-79,2539,0.064,379,0.085,0.055
6206,2020-09-08,black,80+,1185,0.066,408,0.073,0.048
6207,2020-09-08,black,all,21434,0.043,1049,0.077,0.06
6208,2020-09-08,cdph-other,0-17,6014,0.114,0,0.0,0.0
6209,2020-09-08,cdph-other,18+,49419,0.11,153,0.011,0.0
6210,2020-09-08,cdph-other,18-34,20283,0.12,2,0.01,0.0
6211,2020-09-08,cdph-other,35-49,14500,0.117,3,0.004,0.0
6212,2020-09-08,cdph-other,50-64,10250,0.106,22,0.009,0.0
6213,2020-09-08,cdph-other,65-79,3307,0.083,53,0.012,0.0
6214,2020-09-08,cdph-other,80+,1079,0.06,73,0.013,0.0
6215,2020-09-08,cdph-other,all,55456,0.111,154,0.011,0.0
6216,2020-09-08,latino,0-17,38433,0.729,2,0.667,0.479
6217,2020-09-08,latino,18+,264509,0.591,6580,0.485,0.363
6218,2020-09-08,latino,18-34,106962,0.633,139,0.6880000000000001,0.45
6219,2020-09-08,latino,35-49,78960,0.635,597,0.772,0.415
6220,2020-09-08,latino,50-64,54974,0.5690000000000001,1713,0.674,0.322
6221,2020-09-08,latino,65-79,17912,0.45,2278,0.513,0.218
6222,2020-09-08,latino,80+,5701,0.317,1853,0.33,0.196
6223,2020-09-08,latino,all,303310,0.605,6583,0.485,0.389
6224,2020-09-08,other,0-17,616,0.011,0,0.0,0.044
6225,2020-09-08,other,18+,5474,0.012,131,0.01,0.022
6226,2020-09-08,other,18-34,2131,0.012,2,0.01,0.032
6227,2020-09-08,other,35-49,1472,0.012,8,0.011,0.021
6228,2020-09-08,other,50-64,1185,0.013,20,0.008,0.017
6229,2020-09-08,other,65-79,491,0.012,45,0.01,0.015
6230,2020-09-08,other,80+,195,0.011,56,0.01,0.013
6231,2020-09-08,other,all,6093,0.012,131,0.01,0.027
6232,2020-09-08,white,0-17,4622,0.088,0,0.0,0.292
6233,2020-09-08,white,18+,79952,0.179,4019,0.296,0.388
6234,2020-09-08,white,18-34,24698,0.146,16,0.079,0.302
6235,2020-09-08,white,35-49,17298,0.139,67,0.087,0.325
6236,2020-09-08,white,50-64,18406,0.191,406,0.16,0.43
6237,2020-09-08,white,65-79,12028,0.302,1230,0.277,0.54
6238,2020-09-08,white,80+,7522,0.419,2300,0.41,0.5720000000000001
6239,2020-09-08,white,all,84646,0.169,4019,0.296,0.366
6240,2020-09-06,asian,0-17,1590,0.03,1,0.333,0.13
6241,2020-09-06,asian,18+,28214,0.064,1632,0.121,0.165
6242,2020-09-06,asian,18-34,8129,0.049,15,0.076,0.151
6243,2020-09-06,asian,35-49,7405,0.06,49,0.064,0.179
6244,2020-09-06,asian,50-64,6936,0.072,194,0.077,0.167
6245,2020-09-06,asian,65-79,3492,0.088,455,0.103,0.172
6246,2020-09-06,asian,80+,2252,0.127,919,0.166,0.172
6247,2020-09-06,asian,all,29818,0.061,1633,0.121,0.157
6248,2020-09-06,black,0-17,1364,0.026,0,0.0,0.054
6249,2020-09-06,black,18+,19826,0.045,1035,0.077,0.061
6250,2020-09-06,black,18-34,6702,0.04,28,0.141,0.065
6251,2020-09-06,black,35-49,4694,0.038,48,0.063,0.059
6252,2020-09-06,black,50-64,4738,0.049,179,0.071,0.064
6253,2020-09-06,black,65-79,2522,0.064,378,0.086,0.055
6254,2020-09-06,black,80+,1170,0.066,402,0.073,0.048
6255,2020-09-06,black,all,21216,0.043,1035,0.077,0.06
6256,2020-09-06,cdph-other,0-17,5976,0.115,0,0.0,0.0
6257,2020-09-06,cdph-other,18+,49266,0.111,161,0.012,0.0
6258,2020-09-06,cdph-other,18-34,20225,0.121,4,0.02,0.0
6259,2020-09-06,cdph-other,35-49,14449,0.117,3,0.004,0.0
6260,2020-09-06,cdph-other,50-64,10219,0.107,25,0.01,0.0
6261,2020-09-06,cdph-other,65-79,3298,0.084,55,0.012,0.0
6262,2020-09-06,cdph-other,80+,1075,0.061,74,0.013,0.0
6263,2020-09-06,cdph-other,all,55265,0.111,162,0.012,0.0
6264,2020-09-06,latino,0-17,38044,0.729,2,0.667,0.479
6265,2020-09-06,latino,18+,261569,0.59,6498,0.485,0.363
6266,2020-09-06,latino,18-34,105515,0.632,132,0.667,0.45
6267,2020-09-06,latino,35-49,78198,0.634,593,0.773,0.415
6268,2020-09-06,latino,50-64,54460,0.5690000000000001,1687,0.673,0.322
6269,2020-09-06,latino,65-79,17753,0.45,2255,0.512,0.218
6270,2020-09-06,latino,80+,5643,0.318,1831,0.331,0.196
6271,2020-09-06,latino,all,299981,0.605,6501,0.485,0.389
6272,2020-09-06,other,0-17,605,0.011,0,0.0,0.044
6273,2020-09-06,other,18+,5413,0.012,126,0.009,0.022
6274,2020-09-06,other,18-34,2110,0.012,2,0.01,0.032
6275,2020-09-06,other,35-49,1460,0.012,8,0.011,0.021
6276,2020-09-06,other,50-64,1169,0.013,20,0.008,0.017
6277,2020-09-06,other,65-79,480,0.012,41,0.009,0.015
6278,2020-09-06,other,80+,194,0.011,55,0.01,0.013
6279,2020-09-06,other,all,6021,0.012,126,0.009,0.027
6280,2020-09-06,white,0-17,4579,0.088,0,0.0,0.292
6281,2020-09-06,white,18+,79093,0.178,3952,0.295,0.388
6282,2020-09-06,white,18-34,24379,0.146,17,0.086,0.302
6283,2020-09-06,white,35-49,17138,0.139,66,0.086,0.325
6284,2020-09-06,white,50-64,18249,0.191,402,0.16,0.43
6285,2020-09-06,white,65-79,11922,0.302,1217,0.277,0.54
6286,2020-09-06,white,80+,7405,0.417,2250,0.407,0.5720000000000001
6287,2020-09-06,white,all,83745,0.169,3952,0.295,0.366
6288,2020-09-05,asian,0-17,1573,0.03,1,0.333,0.13
6289,2020-09-05,asian,18+,28048,0.064,1630,0.121,0.165
6290,2020-09-05,asian,18-34,8066,0.049,15,0.075,0.151
6291,2020-09-05,asian,35-49,7369,0.06,49,0.064,0.179
6292,2020-09-05,asian,50-64,6890,0.072,192,0.077,0.167
6293,2020-09-05,asian,65-79,3472,0.088,455,0.103,0.172
6294,2020-09-05,asian,80+,2251,0.127,919,0.166,0.172
6295,2020-09-05,asian,all,29635,0.061,1631,0.121,0.157
6296,2020-09-05,black,0-17,1353,0.026,0,0.0,0.054
6297,2020-09-05,black,18+,19723,0.045,1038,0.078,0.061
6298,2020-09-05,black,18-34,6654,0.04,29,0.144,0.065
6299,2020-09-05,black,35-49,4668,0.038,48,0.063,0.059
6300,2020-09-05,black,50-64,4720,0.05,179,0.072,0.064
6301,2020-09-05,black,65-79,2514,0.064,380,0.086,0.055
6302,2020-09-05,black,80+,1167,0.066,402,0.073,0.048
6303,2020-09-05,black,all,21102,0.043,1038,0.077,0.06
6304,2020-09-05,cdph-other,0-17,5965,0.115,0,0.0,0.0
6305,2020-09-05,cdph-other,18+,49314,0.112,158,0.012,0.0
6306,2020-09-05,cdph-other,18-34,20262,0.122,4,0.02,0.0
6307,2020-09-05,cdph-other,35-49,14471,0.118,3,0.004,0.0
6308,2020-09-05,cdph-other,50-64,10223,0.107,25,0.01,0.0
6309,2020-09-05,cdph-other,65-79,3286,0.084,54,0.012,0.0
6310,2020-09-05,cdph-other,80+,1072,0.061,72,0.013,0.0
6311,2020-09-05,cdph-other,all,55302,0.112,159,0.012,0.0
6312,2020-09-05,latino,0-17,37744,0.729,2,0.667,0.479
6313,2020-09-05,latino,18+,259725,0.589,6485,0.484,0.363
6314,2020-09-05,latino,18-34,104646,0.631,134,0.667,0.45
6315,2020-09-05,latino,35-49,77648,0.633,592,0.772,0.415
6316,2020-09-05,latino,50-64,54148,0.5680000000000001,1681,0.673,0.322
6317,2020-09-05,latino,65-79,17663,0.45,2248,0.511,0.218
