Time,wht_git_case_count_cum,wht_git_case_pct_cum,wht_git_death_count_cum,wht_git_death_pct_cum,wht_calgov_case_count_cum,wht_calgov_case_pct_cum,wht_calgov_death_count_cum,wht_calgov_death_pct_cum,wht_calgov_case_count_daily,wht_calgov_case_count_daily_wkave,wht_calgov_case_pctchange_daily_wkave,wht_death_pctof_racepop,blk_git_case_count_cum,blk_git_case_pct_cum,blk_git_death_count_cum,blk_git_death_pct_cum,blk_calgov_case_count_cum,blk_calgov_case_pct_cum,blk_calgov_death_count_cum,blk_calgov_death_pct_cum,blk_calgov_case_count_daily,blk_calgov_case_count_daily_wkave,blk_calgov_case_pctchange_daily_wkave,blk_death_pctof_racepop,ltn_git_case_count_cum,ltn_git_case_pct_cum,ltn_git_death_count_cum,ltn_git_death_pct_cum,ltn_calgov_case_count_cum,ltn_calgov_case_pct_cum,ltn_calgov_death_count_cum,ltn_calgov_death_pct_cum,ltn_calgov_case_count_daily,ltn_calgov_case_count_daily_wkave,ltn_calgov_case_pctchange_daily_wkave,ltn_death_pctof_racepop,asn_git_case_count_cum,asn_git_case_pct_cum,asn_git_death_count_cum,asn_git_death_pct_cum,asn_calgov_case_count_cum,asn_calgov_case_pct_cum,asn_calgov_death_count_cum,asn_calgov_death_pct_cum,asn_calgov_case_count_daily,asn_calgov_case_count_daily_wkave,asn_calgov_case_pctchange_daily_wkave,asn_death_pctof_racepop,ntv_git_case_count_cum,ntv_git_case_pct_cum,ntv_git_death_count_cum,ntv_git_death_pct_cum,ntv_calgov_case_count_cum,ntv_calgov_case_pct_cum,ntv_calgov_death_count_cum,ntv_calgov_death_pct_cum,ntv_calgov_case_count_daily,ntv_calgov_case_count_daily_wkave,ntv_calgov_case_pctchange_daily_wkave,ntv_death_pctof_racepop,mlt_git_case_count_cum,mlt_git_case_pct_cum,mlt_git_death_count_cum,mlt_git_death_pct_cum,mlt_calgov_case_count_cum,mlt_calgov_case_pct_cum,mlt_calgov_death_count_cum,mlt_calgov_death_pct_cum,mlt_calgov_case_count_daily,mlt_calgov_case_count_daily_wkave,mlt_calgov_case_pctchange_daily_wkave,mlt_death_pctof_racepop,pcf_git_case_count_cum,pcf_git_case_pct_cum,pcf_git_death_count_cum,pcf_git_death_pct_cum,pcf_calgov_case_count_cum,pcf_calgov_case_pct_cum,pcf_calgov_death_count_cum,pcf_calgov_death_pct_cum,pcf_calgov_case_count_daily,pcf_calgov_case_count_daily_wkave,pcf_calgov_case_pctchange_daily_wkave,pcf_death_pctof_racepop,aks_npi_onset,aks_npi_description,haug_npi_type,haug_npi_type_sub,haug_npi_type_subsub,haug_npi_any_onset,alldta_npi_any_onset
29-Nov-2020,167813,0.366,5781,0.304,167813,19.2,5781,30.4,2300,2619.14285714286,0.0385315212253152,0.000160210854201784,36052,0.06,1391,0.073,36052,4.1,1391,7.3,402,402.571428571429,0.060713341152872,0.000185083810277124,512887,0.389,9233,0.485,512887,58.7,9233,48.5,4828,5259.28571428571,0.0314552074577801,0.000309986297167452,54923,0.157,2321,0.122,50225,5.7,2228,11.7,724,724.428571428571,0.05763412640251,0.000125114248836688,NaN,NaN,NaN,NaN,2648,0.3,64,0.3,41,38.8571428571429,0.0606246218164346,0.000275051488296895,NaN,NaN,NaN,NaN,11263,1.3,163,0.9,156,173.714285714286,-0.00164338574372991,0.000127439215170495,NaN,NaN,NaN,NaN,4698,0.5,93,0.5,58,59.8571428571429,0.036456041960987,0.000408894152813615,NaN,,,,"",NaN,0
30-Nov-2020,169865,0.366,5794,0.304,169865,19.2,5794,30.4,2052,2568.28571428571,-0.0196084713883762,0.000142935944705244,36410,0.06,1391,0.073,36410,4.1,1391,7.3,358,404.571428571429,0.00495576235498518,0.000164825880794056,518419,0.389,9245,0.485,518419,58.7,9245,48.5,5532,5216.71428571428,-0.00812746523703645,0.000355187281675713,55676,0.157,2327,0.122,50921,5.8,2234,11.7,696,728.285714285714,0.0053102691410416,0.000120275576229744,NaN,NaN,NaN,NaN,2670,0.3,64,0.3,22,38.1428571428571,-0.0185534078957477,0.000147588603476382,NaN,NaN,NaN,NaN,11425,1.3,163,0.9,162,185.857142857143,0.0675664159863931,0.000132340723446283,NaN,NaN,NaN,NaN,4755,0.5,93,0.5,57,58.1428571428571,-0.029057734479542,0.000401844253627173,NaN,,,,"",NaN,0
01-Dec-2020,173320,0.366,5825,0.304,173320,19.3,5825,30.4,3455,2539.14285714286,-0.0114120728349238,0.000240664565768332,37012,0.06,1400,0.073,37012,4.1,1400,7.3,602,405.285714285714,0.00176397999524092,0.000277165307927434,525780,0.389,9299,0.485,525780,58.5,9299,48.5,7361,5365.71428571429,0.0281617487564176,0.000472619953075728,56802,0.157,2342,0.122,51970,5.8,2248,11.7,1049,746.142857142857,0.0242236435002381,0.000181277413024428,NaN,NaN,NaN,NaN,2711,0.3,64,0.3,41,38.7142857142857,0.0148701624794514,0.000275051488296895,NaN,NaN,NaN,NaN,11590,1.3,163,0.8,165,181.285714285714,-0.0249040107981182,0.000134791477584177,NaN,NaN,NaN,NaN,4832,0.5,94,0.5,77,58.8571428571429,0.0122101639069312,0.000542842237356006,NaN,,,,"",NaN,0
02-Dec-2020,176596,0.366,5875,0.304,176596,19.4,5875,30.4,3276,2621.28571428571,0.0318383617865328,0.000228195981897845,37497,0.06,1406,0.073,37497,4.1,1406,7.3,485,420.142857142857,0.0360025037451441,0.000223297631802003,533533,0.389,9342,0.484,533533,58.5,9342,48.4,7753,5782.57142857143,0.0748189623039526,0.00049778868308601,57930,0.157,2350,0.122,53015,5.8,2256,11.7,1045,798,0.0671915180688236,0.000180586174080579,NaN,NaN,NaN,NaN,2767,0.3,64,0.3,56,39.5714285714286,0.0218986853076375,0.000375680081576246,NaN,NaN,NaN,NaN,11908,1.3,164,0.8,318,198.285714285714,0.0896346733523625,0.000259779938616778,NaN,NaN,NaN,NaN,4915,0.5,94,0.5,83,63.8571428571429,0.0815352452640425,0.000585141632474656,NaN,,,,"",NaN,0
03-Dec-2020,180362,0.366,5941,0.305,180362,19.4,5941,30.5,3766,2783.85714285714,0.0601724994791812,0.000262327859532138,38137,0.06,1414,0.073,38137,4.1,1414,7.3,640,458.714285714286,0.0878327555355183,0.000294660792480993,542513,0.389,9427,0.484,542513,58.4,9427,48.4,8980,6338.42857142857,0.091782410742093,0.000576569376255949,59170,0.157,2361,0.121,54173,5.8,2265,11.6,1158,857.428571428571,0.0718292794951898,0.000200113674244316,NaN,NaN,NaN,NaN,2832,0.3,66,0.3,65,41.7142857142857,0.0527362960809432,0.000436057237543857,NaN,NaN,NaN,NaN,12235,1.3,169,0.9,327,207.285714285714,0.0443891118174378,0.00026713220103046,NaN,NaN,NaN,NaN,4997,0.5,96,0.5,82,69.5714285714286,0.0857055284690205,0.000578091733288214,1,Newsom orders conditional lockdown,,,"",NaN,1
04-Dec-2020,184339,0.366,5979,0.305,184339,19.4,5979,30.5,3977,3048.85714285714,0.090929385612375,0.000277025463982824,38841,0.06,1418,0.072,38841,4.1,1418,7.2,704,508.142857142857,0.102335077858942,0.000324126871729093,552198,0.389,9485,0.484,552198,58.3,9485,48.4,9685,6947.42857142857,0.0917407230603136,0.000621834566708114,60478,0.157,2375,0.121,55364,5.8,2279,11.6,1191,934.857142857143,0.0864558522822705,0.000205816395531071,NaN,NaN,NaN,NaN,2885,0.3,66,0.3,53,43.7142857142857,0.0468312996840989,0.000355554362920376,NaN,NaN,NaN,NaN,12420,1.3,170,0.9,185,199,-0.0407932791043821,0.000151129838503471,NaN,NaN,NaN,NaN,5114,0.5,96,0.5,117,77.7142857142857,0.110685123773353,0.000824838204813671,NaN,,,,"",NaN,0
05-Dec-2020,189230,0.366,6022,0.306,189230,19.5,6022,30.6,4891,3388.14285714286,0.105515128388385,0.00034069186430475,39711,0.06,1431,0.073,39711,4.1,1431,7.3,870,580.142857142857,0.132511755737842,0.00040055451477885,562444,0.389,9515,0.483,562444,58.1,9515,48.3,10246,7769.28571428571,0.111806630099393,0.000657854101238135,61919,0.157,2388,0.121,56678,5.9,2291,11.6,1314,1025.28571428571,0.0923328691474889,0.000227071993054431,NaN,NaN,NaN,NaN,2949,0.3,65,0.3,64,48.8571428571428,0.111225635110225,0.000429348664658567,NaN,NaN,NaN,NaN,12698,1.3,174,0.9,278,227.285714285714,0.132903054557981,0.00022710321677819,NaN,NaN,NaN,NaN,5241,0.5,97,0.5,127,85.8571428571428,0.0996456876792653,0.000895337196678088,NaN,,,,"",NaN,0
06-Dec-2020,193905,0.366,6082,0.307,193905,19.6,6082,30.7,4675,3727.42857142857,0.0954366633510926,0.000325645975388409,40411,0.06,1438,0.073,40411,4.1,1438,7.3,700,622.714285714286,0.0708134245520951,0.000322285241776086,571948,0.389,9511,0.48,571948,57.9,9511,48,9504,8437.28571428571,0.0824824275602456,0.000610213290861529,63368,0.157,2399,0.121,58023,5.9,2302,11.6,1345,1114,0.0829858221124713,0.000232429094869262,NaN,NaN,NaN,NaN,3000,0.3,64,0.3,51,50.2857142857143,0.028820438535492,0.000342137217149796,NaN,NaN,NaN,NaN,13152,1.3,176,0.9,454,269.857142857143,0.171684839163722,0.000370880792867979,NaN,NaN,NaN,NaN,5345,0.5,97,0.5,104,92.4285714285714,0.0737513599656934,0.00073318951538993,NaN,,,,"",NaN,0
07-Dec-2020,197253,0.366,6101,0.307,197253,19.6,6101,30.7,3348,3912.57142857143,0.0484762073249669,0.000233211278203292,40985,0.06,1438,0.072,40985,4.1,1438,7.2,574,653.571428571429,0.048364025471229,0.000264273898256391,580803,0.389,9536,0.48,580803,57.8,9536,48,8855,8912,0.054738024134183,0.000568543633267976,64536,0.157,2413,0.122,59071,5.9,2316,11.7,1048,1164.28571428571,0.0441506366923656,0.000181104603288466,NaN,NaN,NaN,NaN,3035,0.3,64,0.3,35,52.1428571428571,0.0362661779843947,0.000234800050985154,NaN,NaN,NaN,NaN,13314,1.3,176,0.9,162,269.857142857143,8.88178419700125e-16,0.000132340723446283,NaN,NaN,NaN,NaN,5465,0.5,97,0.5,120,101.428571428571,0.0929186755344604,0.000845987902372996,NaN,,,,"",NaN,0
08-Dec-2020,201864,0.366,6178,0.308,201864,19.7,6178,30.8,4611,4077.71428571429,0.0413417951387824,0.000321187934228011,41860,0.06,1449,0.072,41860,4.1,1449,7.2,875,692.571428571429,0.0579595500395289,0.000402856552220108,590747,0.389,9608,0.479,590747,57.6,9608,47.9,9944,9281,0.0405706164283277,0.000638463906179193,65919,0.157,2439,0.122,60350,5.9,2340,11.7,1279,1197.14285714286,0.02782998724122,0.000221023652295751,NaN,NaN,NaN,NaN,3090,0.3,66,0.3,55,54.1428571428571,0.0376388514999344,0.000368971508690956,NaN,NaN,NaN,NaN,13480,1.3,180,0.9,166,270,0.000529240552177512,0.000135608395630142,NaN,NaN,NaN,NaN,5569,0.5,99,0.5,104,105.285714285714,0.037322922153975,0.00073318951538993,NaN,,,,"",NaN,0
09-Dec-2020,204926,0.366,6227,0.308,204926,19.6,6227,30.8,3062,4047.14285714286,-0.00752544255517407,0.000213289406767766,42484,0.06,1456,0.072,42484,4.1,1456,7.2,624,712.428571428571,0.0282682777969718,0.000287294272668968,601346,0.389,9681,0.479,601346,57.7,9681,47.9,10599,9687.57142857143,0.0428744683109166,0.000680518799436169,67238,0.157,2462,0.122,61588,5.9,2361,11.7,1238,1224.71428571429,0.0227698152026274,0.000213938453121298,NaN,NaN,NaN,NaN,3131,0.3,66,0.3,41,52,-0.0403823374456858,0.000275051488296895,NaN,NaN,NaN,NaN,13683,1.3,181,0.9,203,253.571428571429,-0.0627764061441711,0.000165834363330836,NaN,NaN,NaN,NaN,5650,0.5,101,0.5,81,105,-0.00271739297649987,0.000571041834101772,NaN,,,,"",NaN,0
10-Dec-2020,211309,0.366,6319,0.309,211309,19.7,6319,30.9,6383,4421,0.0883547500569932,0.000444619948856516,43548,0.06,1470,0.072,43548,4.1,1470,7.2,1064,773,0.0815993920966136,0.000489873567499651,616364,0.389,9749,0.477,616364,57.5,9749,47.7,15018,10550.1428571429,0.0852956328676324,0.000964244865546975,69239,0.157,2486,0.122,63442,5.9,2385,11.7,1854,1324.14285714286,0.078057769197077,0.00032038925047406,NaN,NaN,NaN,NaN,3270,0.3,66,0.3,139,62.5714285714286,0.185065042739706,0.000932491631055326,NaN,NaN,NaN,NaN,14163,1.3,186,0.9,480,275.428571428571,0.0826827732609745,0.000392120662063061,NaN,NaN,NaN,NaN,5797,0.5,101,0.5,147,114.285714285714,0.0847412284550906,0.00103633518040692,NaN,,,,"",NaN,0
11-Dec-2020,216622,0.366,6376,0.31,216622,19.7,6376,31,5313,4611.85714285714,0.042264711986947,0.000370087073206121,44601,0.06,1481,0.072,44601,4.1,1481,7.2,1053,822.857142857143,0.0625035560472016,0.000484809085128884,630931,0.389,9834,0.478,630931,57.4,9834,47.8,14567,11247.5714285714,0.0640128315388164,0.00093528798484637,71270,0.157,2501,0.121,65335,5.9,2399,11.6,1893,1424.42857142857,0.0730053809529601,0.000327128830176589,NaN,NaN,NaN,NaN,3348,0.3,66,0.3,78,66.1428571428571,0.0555081437097877,0.000523268685052629,NaN,NaN,NaN,NaN,14538,1.3,185,0.9,375,302.571428571429,0.093989050990861,0.000306344267236767,NaN,NaN,NaN,NaN,5935,0.5,102,0.5,138,117.285714285714,0.0259113817845016,0.000972886087728945,NaN,,,,"",NaN,0
12-Dec-2020,221403,0.366,6424,0.309,221403,19.7,6424,30.9,4781,4596.14285714286,-0.0034131843983527,0.000333029606060317,45522,0.06,1490,0.072,45522,4.1,1490,7.2,921,830.142857142857,0.00881519838516809,0.000424035296679679,643448,0.389,9918,0.478,643448,57.3,9918,47.8,12517,11572,0.0284361547832663,0.00080366579984362,72981,0.157,2520,0.122,66913,6,2419,11.7,1578,1462.14285714286,0.0261323392665966,0.000272693763348472,NaN,NaN,NaN,NaN,3420,0.3,66,0.3,72,67.2857142857143,0.0171310399301836,0.000483017247740888,NaN,NaN,NaN,NaN,14861,1.3,189,0.9,323,309,0.0210238997917074,0.000263864528846602,NaN,NaN,NaN,NaN,6068,0.5,101,0.5,133,118.142857142857,0.00728158557126246,0.000937636591796737,NaN,,,,"",NaN,0
13-Dec-2020,225498,0.366,6461,0.31,225498,19.8,6461,31,4095,4513.28571428571,-0.0181920144214427,0.000285244977372307,46303,0.06,1491,0.072,46303,4.1,1491,7.2,781,841.714285714286,0.0138428255074157,0.000359578248324462,652879,0.389,9952,0.477,652879,57.2,9952,47.7,9431,11561.5714285714,-0.000901596380584735,0.000605526256956553,74522,0.157,2526,0.121,68347,6,2425,11.6,1434,1474.85714285714,0.00865806274311431,0.000247809161369904,NaN,NaN,NaN,NaN,3483,0.3,66,0.3,63,69,0.0251585596361554,0.000422640091773277,NaN,NaN,NaN,NaN,15170,1.3,191,0.9,309,288.285714285714,-0.0693892250395045,0.000252427676203096,NaN,NaN,NaN,NaN,6175,0.5,101,0.5,107,118.571428571429,0.00362100576695212,0.000754339212949255,NaN,,,,"",NaN,0
14-Dec-2020,230243,0.366,6480,0.31,230243,19.8,6480,31,4745,4712.85714285714,0.0432689081739195,0.000330521957907593,47119,0.06,1500,0.072,47119,4.1,1500,7.2,816,876.285714285714,0.0402515670916754,0.000375692510413266,660653,0.389,9997,0.478,660653,56.9,9997,47.8,7774,11407.1428571429,-0.0134470651275951,0.000499137007907989,76128,0.157,2536,0.121,69821,6,2435,11.6,1474,1535.71428571429,0.0404344727173047,0.000254721550808395,NaN,NaN,NaN,NaN,3566,0.3,67,0.3,83,75.8571428571428,0.0947453675893657,0.000556811549479079,NaN,NaN,NaN,NaN,15268,1.3,192,0.9,98,279.142857142857,-0.0322283683108271,8.00579685045417e-05,NaN,NaN,NaN,NaN,6307,0.5,101,0.5,132,120.285714285714,0.0143543134516833,0.000930586692610296,NaN,,,,"",NaN,0
15-Dec-2020,237659,0.366,6547,0.31,237659,19.9,6547,31,7416,5113.57142857143,0.0816037336076594,0.000516575519461056,48540,0.06,1510,0.071,48540,4.1,1510,7.1,1421,954.285714285714,0.0852709218564947,0.000654239040805455,678937,0.389,10090,0.477,678937,56.8,10090,47.7,18284,12598.5714285714,0.099343703239068,0.00117394147833672,78667,0.157,2567,0.122,72150,6,2464,11.7,2329,1685.71428571429,0.0931937768979472,0.000402473875056142,NaN,NaN,NaN,NaN,3691,0.3,67,0.3,125,85.8571428571429,0.123832913293269,0.000838571610661264,NaN,NaN,NaN,NaN,15491,1.3,198,0.9,223,287.285714285714,0.0287535571699244,0.00018217272425013,NaN,NaN,NaN,NaN,6517,0.5,103,0.5,210,135.428571428571,0.118574488012696,0.00148047882915274,NaN,,,,"",NaN,0
16-Dec-2020,244082,0.366,6643,0.309,244082,19.7,6643,30.9,6423,5593.71428571429,0.0897454485510352,0.000447406224581764,50060,0.06,1534,0.071,50060,4,1534,7.1,1520,1082.28571428571,0.125867368335223,0.000699819382142359,704045,0.389,10309,0.479,704045,56.9,10309,47.9,25108,14671.2857142857,0.152308801888672,0.00161208283953612,81708,0.157,2601,0.121,74956,6.1,2495,11.6,2806,1909.71428571429,0.124764259821474,0.000484904119110147,NaN,NaN,NaN,NaN,3828,0.3,70,0.3,137,99.5714285714286,0.148190476225317,0.000919074485284745,NaN,NaN,NaN,NaN,15759,1.3,198,0.9,268,296.571428571429,0.031810854513127,0.000218934036318542,NaN,NaN,NaN,NaN,6752,0.5,106,0.5,235,157.428571428571,0.150527487457838,0.00165672630881378,NaN,,,,"",NaN,0
17-Dec-2020,244082,0.366,6643,0.309,249993,19.8,6782,31.1,5911,5526.28571428571,-0.0121275895444679,0.000411741895298585,50060,0.06,1534,0.071,51142,4,1551,7.1,1082,1084.85714285714,0.00237310592583295,0.000498160902288179,704045,0.389,10309,0.479,718812,56.8,10454,47.9,14767,14635.4285714286,-0.00244702701231603,0.000948129173627126,81708,0.157,2601,0.121,76965,6.1,2523,11.6,2009,1931.85714285714,0.0115281481981304,0.000347174759548213,NaN,NaN,NaN,NaN,3908,0.3,72,0.3,80,91.1428571428571,-0.0884471274157344,0.000536685830823209,NaN,NaN,NaN,NaN,16078,1.3,204,0.9,319,273.571428571429,-0.080725342671033,0.000260596856662743,NaN,NaN,NaN,NaN,6909,0.5,110,0.5,157,158.857142857143,0.00903348509766744,0.00110683417227134,NaN,,,,"",NaN,0
18-Dec-2020,244082,0.366,6643,0.309,256610,19.8,6873,31.1,6617,5712.57142857143,0.033153331250217,0.000460919661849219,50060,0.06,1534,0.071,52329,4,1563,7.1,1187,1104,0.0174916351006065,0.000546503688554592,704045,0.389,10309,0.479,733236,56.6,10563,47.8,14424,14615,-0.00139680515792406,0.000926106534868129,81708,0.157,2601,0.121,79185,6.1,2545,11.5,2220,1978.57142857143,0.023893293142125,0.000383637613836253,NaN,NaN,NaN,NaN,4042,0.3,74,0.3,134,99.1428571428571,0.0841336771620149,0.000898948766628875,NaN,NaN,NaN,NaN,16646,1.3,206,0.9,568,301.142857142857,0.0960220080465071,0.000464009450107956,NaN,NaN,NaN,NaN,7101,0.5,112,0.5,192,166.571428571429,0.0474188920999099,0.00135358064379679,NaN,,,,"",NaN,0
19-Dec-2020,263503,0.366,6942,0.311,263503,19.9,6942,31.1,6893,6014.28571428571,0.0514683315834024,0.000480144964353433,53554,0.06,1577,0.071,53554,4,1577,7.1,1225,1147.42857142857,0.0385834660391566,0.000563999173108151,749406,0.389,10631,0.477,749406,56.5,10631,47.7,16170,15136.8571428571,0.035084241560023,0.00103821011292413,88605,0.157,2693,0.121,81287,6.1,2580,11.6,2102,2053.42857142857,0.0371357864129029,0.000363246064992705,NaN,NaN,NaN,NaN,4157,0.3,74,0.3,115,105.285714285714,0.0601159316825317,0.000771485881808363,NaN,NaN,NaN,NaN,17030,1.3,209,0.9,384,309.857142857143,0.0285266011656216,0.000313696529650449,NaN,NaN,NaN,NaN,7318,0.6,113,0.5,217,178.571428571429,0.0695644633859089,0.00152982812345783,NaN,,,,"",NaN,0
20-Dec-2020,270068,0.366,7001,0.312,270068,19.9,7001,31.2,6565,6367.14285714286,0.0570132462701292,0.000457297503406396,54750,0.06,1584,0.071,54750,4,1584,7.1,1196,1206.71428571429,0.0503777857959866,0.000550647355948856,762170,0.389,10680,0.476,762170,56.2,10680,47.6,12764,15613,0.0309712604361518,0.000819524667987854,90785,0.157,2712,0.121,83319,6.1,2597,11.6,2032,2138.85714285714,0.0407607709959317,0.000351149383475345,NaN,NaN,NaN,NaN,4253,0.3,74,0.3,96,110,0.0438026226583927,0.000644022996987851,NaN,NaN,NaN,NaN,17562,1.3,209,0.9,532,341.714285714286,0.0978636042436474,0.000434600400453226,NaN,NaN,NaN,NaN,7466,0.6,115,0.5,148,184.428571428571,0.032273560550296,0.00104338507959336,NaN,,,,"",NaN,0
21-Dec-2020,275360,0.366,7041,0.312,275360,19.9,7041,31.2,5292,6445.28571428571,0.0121981286591204,0.000368624278450365,55921,0.06,1593,0.071,55921,4,1593,7.1,1171,1257.42857142857,0.0411676196435398,0.000539137168742567,776907,0.389,10721,0.476,776907,56.2,10721,47.6,14737,16607.7142857143,0.0617634028629563,0.000946202995310013,92717,0.157,2719,0.12,85081,6.2,2601,11.5,1762,2180,0.0190532358141287,0.000304490754765531,NaN,NaN,NaN,NaN,4352,0.3,74,0.3,99,112.285714285714,0.0205662775814774,0.000664148715643721,NaN,NaN,NaN,NaN,17815,1.3,211,0.9,253,363.857142857143,0.0627863599089347,0.000206680265629072,NaN,NaN,NaN,NaN,7636,0.6,118,0.5,170,189.857142857143,0.0290096678666032,0.00119848286169508,NaN,,,,"",NaN,0
22-Dec-2020,281095,0.366,7133,0.312,281095,20,7133,31.2,5735,6205.14285714286,-0.0379705252629314,0.000399482282107492,56998,0.06,1604,0.07,56998,4,1604,7,1077,1208.28571428571,-0.0398662293386032,0.000495858864846921,789553,0.389,10887,0.477,789553,56.1,10887,47.7,12646,15802.2857142857,-0.0497127083913362,0.000811948366607208,94832,0.157,2744,0.12,87036,6.2,2624,11.5,1955,2126.57142857143,-0.0248138519185925,0.00033784303380625,NaN,NaN,NaN,NaN,4423,0.3,75,0.3,71,104.571428571429,-0.0711762784678953,0.000476308674855598,NaN,NaN,NaN,NaN,17997,1.3,218,1,182,358,-0.016228339523443,0.000148679084365577,NaN,NaN,NaN,NaN,7796,0.6,120,0.5,160,182.714285714286,-0.0383482571344027,0.00112798386983066,NaN,,,,"",NaN,0
23-Dec-2020,281095,0.366,7133,0.312,281095,20,7133,31.2,0,5287.57142857143,-0.160019388068511,0,56998,0.06,1604,0.07,56998,4,1604,7,0,991.142857142857,-0.198099190502739,0,789553,0.389,10887,0.477,789553,56.1,10887,47.7,0,12215.4285714286,-0.257454805269283,0,94832,0.157,2744,0.12,87036,6.2,2624,11.5,0,1725.71428571429,-0.208869981431049,0,NaN,NaN,NaN,NaN,4423,0.3,75,0.3,0,85,-0.207219108415681,0,NaN,NaN,NaN,NaN,17997,1.3,218,1,0,319.714285714286,-0.113105246584143,0,NaN,NaN,NaN,NaN,7796,0.6,120,0.5,0,149.142857142857,-0.203019033136258,0,NaN,,,,"",NaN,0
24-Dec-2020,281095,0.366,7133,0.312,292850,20,7351,31.4,11755,6122.42857142857,0.146599789975856,0.000818816778757378,56998,0.06,1604,0.07,59207,4,1637,7,2209,1152.14285714286,0.150520163029615,0.00101704014154768,789553,0.389,10887,0.477,818803,55.9,11132,47.5,29250,14284.4285714286,0.156470243120815,0.00187802385918558,94832,0.157,2744,0.12,90995,6.2,2690,11.5,3959,2004.28571428571,0.149646701607701,0.000684153744674652,NaN,NaN,NaN,NaN,4655,0.3,78,0.3,232,106.714285714286,0.227503779587187,0.00155638890938731,NaN,NaN,NaN,NaN,18900,1.3,233,1,903,403.142857142857,0.231863243540888,0.000737676995506134,NaN,NaN,NaN,NaN,8117,0.6,122,0.5,321,172.571428571429,0.145906610052176,0.00226301763884776,NaN,,,,"",NaN,0
25-Dec-2020,281095,0.366,7133,0.312,298104,20,7413,31.4,5254,5927.71428571429,-0.0323201537910514,0.000365977316511379,56998,0.06,1604,0.07,59947,4,1645,7,740,1088.28571428571,-0.0570198435207603,0.000340701541306148,789553,0.389,10887,0.477,829409,55.8,11194,47.4,10606,13739,-0.0389315289407239,0.000680968241043495,94832,0.157,2744,0.12,92612,6.2,2711,11.5,1617,1918.14285714286,-0.0439302890237991,0.000279433343051001,NaN,NaN,NaN,NaN,4739,0.3,79,0.3,84,99.5714285714286,-0.0692797743722933,0.000563520122364369,NaN,NaN,NaN,NaN,19376,1.3,237,1,476,390,-0.0331442442337533,0.000388852989879202,NaN,NaN,NaN,NaN,8237,0.6,122,0.5,120,162.285714285714,-0.0614527792136634,0.000845987902372996,NaN,,,,"",NaN,0
26-Dec-2020,281095,0.366,7133,0.312,304451,20,7482,31.4,6347,5849.71428571428,-0.0132458694134225,0.000442112300703792,56998,0.06,1604,0.07,61566,4,1658,7,1619,1144.57142857143,0.0504265497471597,0.000745399723479263,789553,0.389,10887,0.477,850387,55.8,11274,47.3,20978,14425.8571428571,0.0487837273356906,0.00134691229121351,94832,0.157,2744,0.12,95039,6.2,2745,11.5,2427,1964.57142857143,0.0239166629899774,0.000419409229180445,NaN,NaN,NaN,NaN,4848,0.3,80,0.3,109,98.7142857142857,-0.00864558699285389,0.000731234444496622,NaN,NaN,NaN,NaN,19678,1.3,243,1,302,378.285714285714,-0.0304969711221066,0.000246709249881343,NaN,NaN,NaN,NaN,8448,0.6,124,0.5,211,161.428571428571,-0.00529568757471033,0.00148752872833918,NaN,,,,"",NaN,0
27-Dec-2020,309333,0.366,7497,0.314,309333,20,7497,31.4,4882,5609.28571428571,-0.0419694322306867,0.000340064952266569,62591,0.06,1662,0.07,62591,4,1662,7,1025,1120.14285714286,-0.0215740405547873,0.000471917675457841,863013,0.389,11325,0.474,863013,55.7,11325,47.4,12626,14406.1428571429,-0.00136752835645382,0.000810664247729132,105379,0.157,2883,0.12,96779,6.2,2758,11.5,1740,1922.85714285714,-0.021461943863966,0.000300688940574361,NaN,NaN,NaN,NaN,4950,0.3,82,0.3,102,99.5714285714286,0.00864558699285389,0.000684274434299591,NaN,NaN,NaN,NaN,19861,1.3,244,1,183,328.428571428571,-0.141330392293717,0.000149496002411542,NaN,NaN,NaN,NaN,8600,0.6,125,0.5,152,162,0.00353357258131037,0.00107158467633913,NaN,,,,"",NaN,0
28-Dec-2020,314179,0.366,7525,0.313,314179,20,7525,31.3,4846,5545.57142857143,-0.011423719335335,0.000337557304113846,63619,0.06,1668,0.069,63619,4,1668,6.9,1028,1099.71428571429,-0.0184058223872299,0.000473298897922595,875282,0.389,11381,0.474,875282,55.6,11381,47.4,12269,14053.5714285714,-0.0247781452387947,0.000787742725755482,107438,0.157,2896,0.12,98692,6.3,2770,11.5,1913,1944.42857142857,0.011155965133355,0.000330585024895835,NaN,NaN,NaN,NaN,5023,0.3,82,0.3,73,95.8571428571428,-0.0380162737888421,0.000489725820626178,NaN,NaN,NaN,NaN,20140,1.3,248,1,279,332.142857142857,0.0112457932582748,0.000227920134824154,NaN,NaN,NaN,NaN,8746,0.6,126,0.5,146,158.571428571429,-0.0213911899813173,0.00102928528122048,NaN,,,,"",NaN,0
