Time,wht_git_case_count_cum,wht_git_case_pct_cum,wht_git_death_count_cum,wht_git_death_pct_cum,wht_calgov_case_count_cum,wht_calgov_case_pct_cum,wht_calgov_death_count_cum,wht_calgov_death_pct_cum,wht_calgov_case_count_daily,wht_calgov_case_count_daily_wkave,wht_calgov_case_pctchange_daily_wkave,wht_death_pctof_racepop,blk_git_case_count_cum,blk_git_case_pct_cum,blk_git_death_count_cum,blk_git_death_pct_cum,blk_calgov_case_count_cum,blk_calgov_case_pct_cum,blk_calgov_death_count_cum,blk_calgov_death_pct_cum,blk_calgov_case_count_daily,blk_calgov_case_count_daily_wkave,blk_calgov_case_pctchange_daily_wkave,blk_death_pctof_racepop,ltn_git_case_count_cum,ltn_git_case_pct_cum,ltn_git_death_count_cum,ltn_git_death_pct_cum,ltn_calgov_case_count_cum,ltn_calgov_case_pct_cum,ltn_calgov_death_count_cum,ltn_calgov_death_pct_cum,ltn_calgov_case_count_daily,ltn_calgov_case_count_daily_wkave,ltn_calgov_case_pctchange_daily_wkave,ltn_death_pctof_racepop,asn_git_case_count_cum,asn_git_case_pct_cum,asn_git_death_count_cum,asn_git_death_pct_cum,asn_calgov_case_count_cum,asn_calgov_case_pct_cum,asn_calgov_death_count_cum,asn_calgov_death_pct_cum,asn_calgov_case_count_daily,asn_calgov_case_count_daily_wkave,asn_calgov_case_pctchange_daily_wkave,asn_death_pctof_racepop,ntv_git_case_count_cum,ntv_git_case_pct_cum,ntv_git_death_count_cum,ntv_git_death_pct_cum,ntv_calgov_case_count_cum,ntv_calgov_case_pct_cum,ntv_calgov_death_count_cum,ntv_calgov_death_pct_cum,ntv_calgov_case_count_daily,ntv_calgov_case_count_daily_wkave,ntv_calgov_case_pctchange_daily_wkave,ntv_death_pctof_racepop,mlt_git_case_count_cum,mlt_git_case_pct_cum,mlt_git_death_count_cum,mlt_git_death_pct_cum,mlt_calgov_case_count_cum,mlt_calgov_case_pct_cum,mlt_calgov_death_count_cum,mlt_calgov_death_pct_cum,mlt_calgov_case_count_daily,mlt_calgov_case_count_daily_wkave,mlt_calgov_case_pctchange_daily_wkave,mlt_death_pctof_racepop,pcf_git_case_count_cum,pcf_git_case_pct_cum,pcf_git_death_count_cum,pcf_git_death_pct_cum,pcf_calgov_case_count_cum,pcf_calgov_case_pct_cum,pcf_calgov_death_count_cum,pcf_calgov_death_pct_cum,pcf_calgov_case_count_daily,pcf_calgov_case_count_daily_wkave,pcf_calgov_case_pctchange_daily_wkave,pcf_death_pctof_racepop,aks_npi_onset,aks_npi_description,haug_npi_type,haug_npi_type_sub,haug_npi_type_subsub,haug_npi_any_onset,alldta_npi_any_onset
30-Oct-2020,114492,0.366,5238,0.301,115529,17.7,5250,30.1,1037,727.571428571428,0.0200304168353407,7.22341981770652e-05,27387,0.06,1296,0.075,27564,4.2,1299,7.4,177,125.142857142857,-0.0248039773658082,8.14921254205247e-05,396813,0.389,8449,0.486,399005,61,8483,48.6,2192,1915.42857142857,-0.0606246218164346,0.000140739429037087,39664,0.157,2126,0.123,36422,5.6,2049,11.7,223,182.714285714286,-0.0193579409077556,3.85365711195876e-05,NaN,NaN,NaN,NaN,1869,0.3,59,0.3,19,10.1428571428571,0,0.000127462884820512,NaN,NaN,NaN,NaN,7467,1.1,139,0.8,41,45.8571428571429,-0.0836307990724117,3.34936398845531e-05,NaN,NaN,NaN,NaN,3492,0.5,81,0.5,27,17.5714285714286,0.130053128248198,0.000190347278033924,NaN,,,,"",NaN,0
31-Oct-2020,116385,0.366,5269,0.301,116385,17.7,5269,30.1,856,743.285714285714,0.0213683344056985,5.96263005203161e-05,27719,0.06,1308,0.075,27719,4.2,1308,7.5,155,128.428571428571,0.0259169435352282,7.13631606789906e-05,401503,0.389,8506,0.486,401503,61,8506,48.6,2498,1940,0.0127465783908232,0.000160386447871644,40140,0.157,2142,0.123,36626,5.6,2060,11.8,204,184.571428571429,0.0101128827637043,3.52531861363044e-05,NaN,NaN,NaN,NaN,1879,0.3,58,0.3,10,10.5714285714286,0.0413852161628543,6.70857288529011e-05,NaN,NaN,NaN,NaN,7562,1.1,142,0.8,95,51,0.106294658649623,7.76072143666475e-05,NaN,NaN,NaN,NaN,3514,0.5,82,0.5,22,18,0.0240975515790605,0.000155097782101716,NaN,,,,"",NaN,0
01-Nov-2020,117098,0.366,5274,0.301,117098,17.7,5274,30.1,713,773.857142857143,0.040306774367596,4.9665364802553e-05,27836,0.06,1309,0.075,27836,4.2,1309,7.5,117,134,0.0424669145346046,5.38676761254316e-05,403069,0.389,8514,0.486,403069,60.9,8514,48.6,1566,1988.71428571429,0.02480036927588,0.00010054650815332,40306,0.157,2144,0.123,36774,5.6,2062,11.8,148,187.285714285714,0.0145987994211527,2.55758409224169e-05,NaN,NaN,NaN,NaN,1881,0.3,58,0.3,2,9.85714285714286,-0.0699585886069101,1.34171457705802e-05,NaN,NaN,NaN,NaN,7611,1.2,142,0.8,49,51,0,4.00289842522708e-05,NaN,NaN,NaN,NaN,3532,0.5,82,0.5,18,20.2857142857143,0.119545150649783,0.000126898185355949,NaN,,,,"",NaN,0
02-Nov-2020,117764,0.366,5281,0.301,117764,17.7,5281,30.1,666,804.571428571428,0.0389224621799791,4.63914908253861e-05,27951,0.06,1309,0.075,27951,4.2,1309,7.5,115,139.714285714286,0.0417597210285932,5.29468611489285e-05,404392,0.389,8516,0.486,404392,60.9,8516,48.6,1323,2076.42857142857,0.0431610426044093,8.49444637847016e-05,40487,0.157,2145,0.123,36930,5.6,2063,11.8,156,196.714285714286,0.0491170149649554,2.69583188101151e-05,NaN,NaN,NaN,NaN,1893,0.3,58,0.3,12,11,0.109698917256424,8.05028746234813e-05,NaN,NaN,NaN,NaN,7650,1.2,142,0.8,39,55.5714285714286,0.0858435618388076,3.18598037926237e-05,NaN,NaN,NaN,NaN,3557,0.5,82,0.5,25,22.7142857142857,0.113077144618971,0.000176247479661041,NaN,,,,"",NaN,0
03-Nov-2020,118777,0.366,5313,0.302,118777,17.8,5313,30.2,1013,833.714285714286,0.0355810118047977,7.05624327419161e-05,28099,0.06,1316,0.075,28099,4.2,1316,7.5,148,141.428571428571,0.012195273093818,6.81403082612297e-05,407046,0.389,8547,0.485,407046,60.9,8547,48.5,2654,2108.85714285714,0.0154967773370212,0.000170402575120633,40767,0.157,2155,0.123,37185,5.6,2071,11.8,255,203.142857142857,0.0321571116345307,4.40664826703805e-05,NaN,NaN,NaN,NaN,1899,0.3,58,0.3,6,10.1428571428571,-0.0811255448123687,4.02514373117407e-05,NaN,NaN,NaN,NaN,7765,1.2,143,0.8,115,65.1428571428571,0.15891346589594,9.39455752859417e-05,NaN,NaN,NaN,NaN,3582,0.5,84,0.5,25,23.5714285714286,0.0370412716803492,0.000176247479661041,NaN,,,,"",NaN,0
04-Nov-2020,119441,0.366,5330,0.302,119441,17.8,5330,30.2,664,822.714285714286,-0.0132817821360032,4.62521770391237e-05,28193,0.06,1318,0.075,28193,4.2,1318,7.5,94,135.142857142857,-0.0454623740767577,4.32783038956459e-05,408768,0.389,8573,0.485,408768,60.9,8573,48.5,1722,2058.14285714286,-0.024342111768525,0.00011056263540231,40956,0.157,2165,0.123,37359,5.6,2081,11.8,174,200.428571428571,-0.013451530260725,3.00688940574361e-05,NaN,NaN,NaN,NaN,1911,0.3,58,0.3,12,9.85714285714286,-0.0285733724440562,8.05028746234813e-05,NaN,NaN,NaN,NaN,7789,1.2,144,0.8,24,63.8571428571429,-0.0199342149008173,1.96060331031531e-05,NaN,NaN,NaN,NaN,3597,0.5,84,0.5,15,22.4285714285714,-0.0496996685522726,0.000105748487796625,NaN,,,,"",NaN,0
05-Nov-2020,120812,0.366,5347,0.301,120812,17.8,5347,30.1,1371,902.857142857143,0.0929553596342307,9.54996004828894e-05,28446,0.06,1320,0.074,28446,4.2,1320,7.4,253,151.285714285714,0.112837776549529,0.000116483094527643,411702,0.389,8610,0.485,411702,60.8,8610,48.5,2934,2127,0.0329084856940778,0.000188380239413692,41347,0.157,2173,0.123,37716,5.6,2089,11.8,357,216.714285714286,0.0781218992460717,6.16930757385327e-05,NaN,NaN,NaN,NaN,1948,0.3,58,0.3,37,14,0.350860974073313,0.000248217196755734,NaN,NaN,NaN,NaN,7890,1.2,145,0.8,101,66.2857142857143,0.0373259576126861,8.25087226424358e-05,NaN,NaN,NaN,NaN,3631,0.5,84,0.5,34,23.7142857142857,0.0557419830082355,0.000239696572339016,NaN,,,,"",NaN,0
06-Nov-2020,120812,0.366,5347,0.301,122004,17.9,5366,30.2,1192,925,0.0242293994268348,8.30310166124028e-05,28446,0.06,1320,0.074,28651,4.2,1321,7.4,205,155.285714285714,0.0260965415198031,9.43835350915681e-05,411702,0.389,8610,0.485,414646,60.7,8629,48.5,2944,2234.42857142857,0.0492729864186909,0.00018902229885273,41347,0.157,2173,0.123,37980,5.6,2092,11.8,264,222.571428571429,0.0266682470821609,4.5621770294041e-05,NaN,NaN,NaN,NaN,1969,0.3,59,0.3,21,14.2857142857143,0.0202027073175195,0.000140880030591092,NaN,NaN,NaN,NaN,7984,1.2,146,0.8,94,73.8571428571429,0.108158322282174,7.67902963206828e-05,NaN,NaN,NaN,NaN,3662,0.5,84,0.5,31,24.2857142857143,0.023810648693718,0.000218546874779691,NaN,,,,"",NaN,0
07-Nov-2020,120812,0.366,5347,0.301,123476,17.9,5395,30.2,1472,1013,0.0908777667362584,0.000102534946689142,28446,0.06,1320,0.074,28920,4.2,1325,7.4,269,171.571428571429,0.0997329349587739,0.000123849614339667,411702,0.389,8610,0.485,418220,60.7,8662,48.5,3574,2388.14285714286,0.0665304940283891,0.000229472043512111,41347,0.157,2173,0.123,38384,5.6,2095,11.7,404,251.142857142857,0.120773851814429,6.98151333287596e-05,NaN,NaN,NaN,NaN,1977,0.3,59,0.3,8,14,-0.0202027073175195,5.36685830823209e-05,NaN,NaN,NaN,NaN,8172,1.2,148,0.8,188,87.1428571428571,0.165416082658928,0.000153580592641366,NaN,NaN,NaN,NaN,3698,0.5,86,0.5,36,26.2857142857143,0.0791373205587238,0.000253796370711899,NaN,,,,"",NaN,0
08-Nov-2020,124583,0.366,5395,0.302,124583,18,5395,30.2,1107,1069.28571428571,0.0540746435497317,7.71101806962499e-05,29117,0.06,1326,0.074,29117,4.2,1326,7.4,197,183,0.0644864798167504,9.07002751855557e-05,420293,0.389,8664,0.485,420293,60.6,8664,48.5,2073,2460.57142857143,0.0298775943415679,0.000133098921712537,42350,0.157,2182,0.122,38622,5.6,2096,11.7,238,264,0.0499271739565073,4.11287171590218e-05,NaN,NaN,NaN,NaN,1989,0.3,59,0.3,12,15.4285714285714,0.0971637484536481,8.05028746234813e-05,NaN,NaN,NaN,NaN,8198,1.2,148,0.8,26,83.8571428571428,-0.0384341373392605,2.12398691950825e-05,NaN,NaN,NaN,NaN,3728,0.5,86,0.5,30,28,0.0631789016215318,0.000211496975593249,NaN,,,,"",NaN,0
09-Nov-2020,125417,0.366,5396,0.302,125417,18,5396,30.2,834,1093.28571428571,0.0221967099561926,5.80938488714295e-05,29264,0.06,1327,0.074,29264,4.2,1327,7.4,147,187.571428571429,0.024673572406062,6.76799007729781e-05,422108,0.389,8667,0.485,422108,60.6,8667,48.5,1815,2530.85714285714,0.0281644259988898,0.000116533788185362,42562,0.157,2182,0.122,38819,5.6,2096,11.7,197,269.857142857143,0.0219436152998806,3.40435179845684e-05,NaN,NaN,NaN,NaN,1992,0.3,59,0.3,3,14.1428571428571,-0.0870113769896297,2.01257186558703e-05,NaN,NaN,NaN,NaN,8251,1.2,148,0.8,53,85.8571428571428,0.0235701147071108,4.32966564361297e-05,NaN,NaN,NaN,NaN,3743,0.5,86,0.5,15,26.5714285714286,-0.052367985517316,0.000105748487796625,NaN,,,,"",NaN,0
10-Nov-2020,126715,0.366,5422,0.302,126715,18,5422,30.2,1298,1134,0.0365636265330895,9.04146472843111e-05,29482,0.06,1331,0.074,29482,4.2,1331,7.4,218,197.571428571429,0.0519404573619626,0.000100368832438838,424660,0.389,8706,0.485,424660,60.5,8706,48.5,2552,2516.28571428571,-0.00577414567768386,0.000163853568842448,42961,0.157,2187,0.122,39196,5.6,2100,11.7,377,287.285714285714,0.0625845222711421,6.51492704577782e-05,NaN,NaN,NaN,NaN,2021,0.3,59,0.3,29,17.4285714285714,0.208901194598667,0.000194548613673413,NaN,NaN,NaN,NaN,8345,1.2,149,0.8,94,82.8571428571429,-0.0355668309947426,7.67902963206828e-05,NaN,NaN,NaN,NaN,3765,0.5,87,0.5,22,26.1428571428571,-0.0162605208717803,0.000155097782101716,NaN,,,,"",NaN,0
11-Nov-2020,128285,0.366,5432,0.302,128285,18.1,5432,30.2,1570,1263.42857142857,0.108077908634327,0.000109361322216,29757,0.06,1332,0.074,29757,4.2,1332,7.4,275,223.428571428571,0.122991589440498,0.000126612059269177,428032,0.389,8731,0.486,428032,60.4,8731,48.6,3372,2752,0.089544028743143,0.000216502442843548,43382,0.157,2194,0.122,39568,5.6,2107,11.7,372,315.571428571429,0.0939078136474647,6.42852217779668e-05,NaN,NaN,NaN,NaN,2057,0.3,59,0.3,36,20.8571428571429,0.17958557697508,0.000241508623870444,NaN,NaN,NaN,NaN,8473,1.2,151,0.8,128,97.7142857142857,0.164929814082086,0.000104565509883483,NaN,NaN,NaN,NaN,3814,0.5,87,0.5,49,31,0.170411200699039,0.00034544506013564,NaN,,,,"",NaN,0
12-Nov-2020,129660,0.366,5438,0.302,129660,18.1,5438,30.2,1375,1264,0.00045218178477846,9.57782280554143e-05,29986,0.06,1331,0.074,29986,4.2,1331,7.4,229,220,-0.0154642256975812,0.000105433314809605,431342,0.389,8747,0.486,431342,60.3,8747,48.6,3310,2805.71428571429,0.0193302337999093,0.000212521674321513,43753,0.157,2196,0.122,39926,5.6,2109,11.7,358,315.714285714286,0.000452591091681498,6.18658854744949e-05,NaN,NaN,NaN,NaN,2077,0.3,59,0.3,20,18.4285714285714,-0.123794217346664,0.000134171457705802,NaN,NaN,NaN,NaN,8589,1.2,153,0.8,116,99.8571428571428,0.0216928246112591,9.47624933319065e-05,NaN,NaN,NaN,NaN,3827,0.5,87,0.5,13,28,-0.101782694309942,9.16486894237412e-05,NaN,,,,"",NaN,0
13-Nov-2020,131364,0.366,5467,0.302,131364,18.2,5467,30.2,1704,1337.14285714286,0.0562538457095219,0.000118695345895583,30234,0.06,1336,0.074,30234,4.2,1336,7.4,248,226.142857142857,0.0275393644733368,0.000114181057086385,434590,0.389,8779,0.486,434590,60.2,8779,48.6,3248,2849.14285714286,0.0153600432949368,0.000208540905799479,44281,0.157,2201,0.122,40403,5.6,2114,11.7,477,346.142857142857,0.0920139263047277,8.24302440540058e-05,NaN,NaN,NaN,NaN,2095,0.3,59,0.3,18,18,-0.023530497410194,0.000120754311935222,NaN,NaN,NaN,NaN,8665,1.2,153,0.8,76,97.2857142857143,-0.0260884360842972,6.2085771493318e-05,NaN,NaN,NaN,NaN,3878,0.5,87,0.5,51,30.8571428571429,0.0971637484536476,0.000359544858508523,NaN,,,,"",NaN,0
14-Nov-2020,133343,0.366,5490,0.303,133343,18.3,5490,30.3,1979,1409.57142857143,0.0527505653855291,0.000137850991506665,30571,0.06,1341,0.074,30571,4.2,1341,7.4,337,235.857142857143,0.0420593840391161,0.000155157323540773,439199,0.389,8807,0.485,439199,60.2,8807,48.5,4609,2997,0.0505935911685835,0.000295925195452524,44796,0.157,2205,0.122,40873,5.6,2119,11.7,470,355.571428571429,0.0268745815510663,8.12205759022699e-05,NaN,NaN,NaN,NaN,2126,0.3,61,0.3,31,21.2857142857143,0.167664398993981,0.000207965759443993,NaN,NaN,NaN,NaN,8786,1.2,153,0.8,121,87.7142857142857,-0.103567378002371,9.884708356173e-05,NaN,NaN,NaN,NaN,3923,0.5,86,0.5,45,32.1428571428571,0.0408219945202553,0.000317245463389874,NaN,,,,"",NaN,0
15-Nov-2020,135103,0.366,5496,0.303,135103,18.3,5496,30.3,1760,1502.85714285714,0.0640823514345348,0.00012259613191093,30873,0.06,1343,0.074,30873,4.2,1343,7.4,302,250.857142857143,0.0616573302749339,0.000139043061451969,442903,0.389,8814,0.485,442903,60.1,8814,48.5,3704,3230,0.0748703489000384,0.000237818816219603,45301,0.157,2207,0.122,41332,5.6,2121,11.7,459,387.142857142857,0.0850676115061546,7.93196688066848e-05,NaN,NaN,NaN,NaN,2152,0.3,61,0.3,26,23.2857142857143,0.0898038948613031,0.000174422895017543,NaN,NaN,NaN,NaN,8907,1.2,153,0.8,121,101.285714285714,0.143860598384985,9.884708356173e-05,NaN,NaN,NaN,NaN,3969,0.5,86,0.5,46,34.4285714285714,0.0686965312862347,0.000324295362576315,NaN,,,,"",NaN,0
16-Nov-2020,136493,0.366,5504,0.303,136493,18.4,5504,30.3,1390,1582.28571428571,0.0515023979991511,9.68230814523824e-05,31109,0.06,1344,0.074,31109,4.2,1344,7.4,236,263.571428571429,0.0494407822795653,0.000108656167227366,446310,0.389,8823,0.485,446310,60,8823,48.5,3407,3457.42857142857,0.068042988085983,0.00021874965088018,45725,0.157,2211,0.122,41735,5.6,2125,11.7,403,416.571428571429,0.0732641792548021,6.96423235927974e-05,NaN,NaN,NaN,NaN,2170,0.3,61,0.3,18,25.4285714285714,0.0880333494853232,0.000120754311935222,NaN,NaN,NaN,NaN,9004,1.2,153,0.8,97,107.571428571429,0.060209701267766,7.92410504585769e-05,NaN,NaN,NaN,NaN,3990,0.5,86,0.5,21,35.2857142857143,0.0245914031373227,0.000148047882915274,1,Newsom adds new restrictions,,,"",NaN,1
17-Nov-2020,138308,0.366,5516,0.302,138308,18.4,5516,30.2,1815,1656.14285714286,0.0456208623795487,0.000126427261033147,31431,0.06,1346,0.074,31431,4.2,1346,7.4,322,278.428571428571,0.0548371430329331,0.000148251211217,449863,0.389,8856,0.485,449863,59.9,8856,48.5,3553,3600.42857142857,0.0405277606749586,0.000228123718690132,46260,0.157,2224,0.122,42236,5.6,2136,11.7,501,434.285714285714,0.0416447012717187,8.65776777171004e-05,NaN,NaN,NaN,NaN,2198,0.3,62,0.3,28,25.2857142857143,-0.00563381771825622,0.000187840040788123,NaN,NaN,NaN,NaN,9089,1.2,154,0.8,85,106.285714285714,-0.0120241929668019,6.94380339070004e-05,NaN,NaN,NaN,NaN,4024,0.5,88,0.5,34,37,0.0474397250715604,0.000239696572339016,NaN,,,,"",NaN,0
18-Nov-2020,140379,0.366,5552,0.303,140379,18.5,5552,30.3,2071,1727.71428571429,0.0423079941627567,0.000144259425674737,31789,0.06,1352,0.074,31789,4.2,1352,7.4,358,290.285714285714,0.0417041091908121,0.000164825880794056,455005,0.389,8900,0.485,455005,59.9,8900,48.5,5142,3853.28571428571,0.0678733306199248,0.000330146963553239,46909,0.157,2234,0.122,42840,5.6,2146,11.7,604,467.428571428571,0.0735439033223697,0.000104377080521215,NaN,NaN,NaN,NaN,2227,0.3,63,0.3,29,24.2857142857143,-0.0403512955235676,0.000194548613673413,NaN,NaN,NaN,NaN,9290,1.2,156,0.9,201,116.714285714286,0.0935980600269115,0.000164200527238907,NaN,NaN,NaN,NaN,4069,0.5,88,0.5,45,36.4285714285714,-0.0155645165411116,0.000317245463389874,NaN,,,,"",NaN,0
19-Nov-2020,142784,0.366,5570,0.302,142784,18.5,5570,30.2,2405,1874.85714285714,0.0817331532478347,0.000167524827980561,32198,0.06,1355,0.074,32198,4.2,1355,7.4,409,316,0.084876553943853,0.000188306662694885,460934,0.389,8953,0.486,460934,59.8,8953,48.6,5929,4227.42857142857,0.0926676888594073,0.000380677041405514,47641,0.157,2250,0.122,43512,5.6,2161,11.7,672,512.285714285714,0.0916359564424409,0.00011612814256665,NaN,NaN,NaN,NaN,2258,0.3,63,0.3,31,25.8571428571429,0.062698594215564,0.000207965759443993,NaN,NaN,NaN,NaN,9476,1.2,156,0.8,186,126.714285714286,0.0822058874495761,0.000151946756549436,NaN,NaN,NaN,NaN,4129,0.5,89,0.5,60,43.1428571428571,0.169163472216443,0.000422993951186498,1,Newsom mandates curfew,,,"",NaN,1
20-Nov-2020,145341,0.366,5596,0.302,145341,18.6,5596,30.2,2557,1996.71428571429,0.0629705064039143,0.000178112675736505,32567,0.06,1363,0.074,32567,4.2,1363,7.4,369,333.285714285714,0.0532579093792043,0.000169890363164823,466565,0.389,8988,0.485,466565,59.7,8988,48.5,5631,4567.85714285714,0.0774502929347545,0.000361543670122188,48331,0.157,2261,0.122,44146,5.7,2172,11.7,634,534.714285714286,0.0428500537393504,0.000109561372600083,NaN,NaN,NaN,NaN,2291,0.3,64,0.3,33,28,0.0796176279646916,0.000221382905214574,NaN,NaN,NaN,NaN,9676,1.2,158,0.9,200,144.428571428571,0.130850236710892,0.000163383609192942,NaN,NaN,NaN,NaN,4185,0.5,89,0.5,56,43.8571428571429,0.0164207302123276,0.000394794354440732,NaN,,,,"",NaN,0
21-Nov-2020,145341,0.366,5596,0.302,147872,18.7,5617,30.2,2531,2075.57142857143,0.0387335305864323,0.000176301596515093,32567,0.06,1363,0.074,32998,4.2,1369,7.4,431,346.714285714286,0.0395009337051713,0.000198435627436419,466565,0.389,8988,0.485,472384,59.7,9022,48.5,5819,4740.71428571429,0.0371436191329817,0.000373614387576098,48331,0.157,2261,0.122,44714,5.6,2178,11.7,568,548.714285714286,0.0258453204414764,9.8155930026573e-05,NaN,NaN,NaN,NaN,2351,0.3,64,0.3,60,32.1428571428571,0.137985742973903,0.000402514373117407,NaN,NaN,NaN,NaN,9889,1.2,157,0.8,213,157.571428571429,0.0870938002330313,0.000174003543790483,NaN,NaN,NaN,NaN,4236,0.5,89,0.5,51,44.7142857142857,0.0193554429529561,0.000359544858508523,NaN,,,,"",NaN,0
22-Nov-2020,149479,0.366,5630,0.302,149479,18.7,5630,30.2,1607,2053.71428571429,-0.0105865026079446,0.000111938627261855,33234,0.06,1370,0.074,33234,4.2,1370,7.4,236,337.285714285714,-0.0275706686410881,0.000108656167227366,476072,0.389,9036,0.485,476072,59.6,9036,48.5,3688,4738.42857142857,-0.000482261817225549,0.000236791521117142,49433,0.157,2272,0.122,45154,5.7,2183,11.7,440,546,-0.00495890354568651,7.60362838234016e-05,NaN,NaN,NaN,NaN,2376,0.3,64,0.3,25,32,-0.00445435034938013,0.000167714322132253,NaN,NaN,NaN,NaN,10047,1.3,157,0.8,158,162.857142857143,0.0329945221350387,0.000129073051262424,NaN,NaN,NaN,NaN,4279,0.5,89,0.5,43,44.2857142857143,-0.00963089306096165,0.00030314566501699,NaN,,,,"",NaN,0
23-Nov-2020,151887,0.366,5633,0.302,151887,18.8,5633,30.2,2408,2199.14285714286,0.0684176736308686,0.000167733798659955,33578,0.06,1371,0.074,33578,4.1,1371,7.4,344,352.714285714286,0.0447279522596666,0.000158380175958534,481902,0.389,9045,0.486,481902,59.5,9045,48.6,5830,5084.57142857143,0.070505188723077,0.00037432065295904,50171,0.157,2267,0.122,45823,5.7,2178,11.7,669,584,0.067282007083322,0.000115609713358763,NaN,NaN,NaN,NaN,2403,0.3,64,0.3,27,33.2857142857143,0.0393924017106606,0.000181131467902833,NaN,NaN,NaN,NaN,10124,1.3,156,0.8,77,160,-0.0176995770994015,6.29026895392827e-05,NaN,NaN,NaN,NaN,4348,0.5,89,0.5,69,51.1428571428571,0.143960688921509,0.000486443043864473,NaN,,,,"",NaN,0
24-Nov-2020,155546,0.366,5683,0.303,155546,18.9,5683,30.3,3659,2462.57142857143,0.113138426113082,0.000254874571967099,34175,0.06,1373,0.073,34175,4.1,1373,7.3,597,392,0.105603499500596,0.000274863270486177,488220,0.389,9112,0.486,488220,59.3,9112,48.6,6318,5479.57142857143,0.0748161469881445,0.000405653153584085,51167,0.157,2284,0.122,46747,5.7,2194,11.7,924,644.428571428571,0.0984630055248559,0.000159676196029143,NaN,NaN,NaN,NaN,2440,0.3,64,0.3,37,34.5714285714286,0.0378992725909857,0.000248217196755734,NaN,NaN,NaN,NaN,10321,1.3,158,0.8,197,176,0.0953101798043248,0.000160932855055048,NaN,NaN,NaN,NaN,4420,0.5,90,0.5,72,56.5714285714286,0.10088122485378,0.000507592741423798,NaN,,,,"",NaN,0
25-Nov-2020,158247,0.366,5722,0.303,158247,19,5722,30.3,2701,2552.57142857143,0.0358951542646642,0.000188143268347399,34556,0.06,1380,0.073,34556,4.1,1380,7.3,381,395.285714285714,0.00834699094115088,0.000175415253023841,493055,0.389,9154,0.485,493055,59.1,9154,48.5,4835,5435.71428571428,-0.00803595618418917,0.000310435738774779,51897,0.157,2294,0.122,47429,5.7,2204,11.7,682,655.571428571429,0.0171432769864373,0.000117856239926272,NaN,NaN,NaN,NaN,2490,0.3,64,0.3,50,37.5714285714286,0.0832163060210784,0.000335428644264506,NaN,NaN,NaN,NaN,10520,1.3,159,0.8,199,175.714285714286,-0.00162469572700186,0.000162566691146977,NaN,NaN,NaN,NaN,4468,0.5,90,0.5,48,57,0.00754720563538314,0.000338395160949198,NaN,,,,"",NaN,0
26-Nov-2020,160875,0.366,5747,0.303,160875,19.1,5747,30.3,2628,2584.42857142857,0.0124031735492522,0.000183058315148821,34926,0.06,1380,0.073,34926,4.1,1380,7.3,370,389.714285714286,-0.0141949608235734,0.000170350770653074,498144,0.389,9196,0.485,498144,59,9196,48.5,5089,5315.71428571429,-0.0223235419491647,0.000326744048526339,52681,0.157,2306,0.122,48171,5.7,2216,11.7,742,665.571428571429,0.0151386974219632,0.000128224824084009,NaN,NaN,NaN,NaN,2540,0.3,64,0.3,50,40.2857142857143,0.0697530387603487,0.000335428644264506,NaN,NaN,NaN,NaN,10784,1.3,159,0.8,264,186.857142857143,0.0614850836506813,0.000215666364134684,NaN,NaN,NaN,NaN,4510,0.5,90,0.5,42,54.4285714285714,-0.0461620417631625,0.000296095765830549,NaN,,,,"",NaN,0
27-Nov-2020,162997,0.366,5758,0.303,162997,19.1,5758,30.3,2122,2522.28571428571,-0.0243389080846894,0.000147811927224428,35284,0.06,1385,0.073,35284,4.1,1385,7.3,358,388.142857142857,-0.00404040953700502,0.000164825880794056,503566,0.389,9214,0.485,503566,59,9214,48.5,5422,5285.85714285714,-0.00563260305250246,0.000348124627846298,53390,0.157,2310,0.122,48820,5.7,2219,11.7,649,667.714285714286,0.00321440328200673,0.000112153518639517,NaN,NaN,NaN,NaN,2579,0.3,64,0.3,39,41.1428571428571,0.0210534091978327,0.000261634342526314,NaN,NaN,NaN,NaN,11027,1.3,162,0.9,243,193,0.0323458059430548,0.000198511085169425,NaN,NaN,NaN,NaN,4570,0.5,91,0.5,60,55,0.0104439591610834,0.000422993951186498,NaN,,,,"",NaN,0
28-Nov-2020,165513,0.366,5768,0.303,165513,19.2,5768,30.3,2516,2520.14285714286,-0.000849930640166363,0.000175256743118125,35650,0.06,1388,0.073,35650,4.1,1388,7.3,366,378.857142857143,-0.0242142581205949,0.000168509140700068,508059,0.389,9227,0.485,508059,58.8,9227,48.5,4493,5096.42857142857,-0.0364947759431278,0.000288477305959686,54141,0.157,2316,0.122,49501,5.7,2223,11.7,681,683.857142857143,0.0238886742937057,0.00011768343019031,NaN,NaN,NaN,NaN,2607,0.3,64,0.3,28,36.5714285714286,-0.117783035656383,0.000187840040788123,NaN,NaN,NaN,NaN,11107,1.3,162,0.9,80,174,-0.103634889690357,6.53534436771769e-05,NaN,NaN,NaN,NaN,4640,0.5,93,0.5,70,57.7142857142857,0.0481715436733658,0.000493492943050914,NaN,,,,"",NaN,0
