,date,county,fips,tier
2395,2020-09-07,Lassen,35,2
2396,2020-09-07,Los Angeles,37,1
2397,2020-09-07,Madera,39,1
2398,2020-09-07,Marin,41,1
2399,2020-09-07,Mariposa,43,3
2400,2020-09-07,Mendocino,45,1
2401,2020-09-07,Merced,47,1
2402,2020-09-07,Modoc,49,4
2403,2020-09-07,Mono,51,3
2404,2020-09-07,Monterey,53,1
2405,2020-09-07,Napa,55,2
2406,2020-09-07,Nevada,57,2
2407,2020-09-07,Orange,59,1
2408,2020-09-07,Placer,61,1
2409,2020-09-07,Plumas,63,3
2410,2020-09-07,Riverside,65,1
2411,2020-09-07,Sacramento,67,1
2412,2020-09-07,San Benito,69,1
2413,2020-09-07,San Bernardino,71,1
2414,2020-09-07,San Diego,73,2
2415,2020-09-07,San Francisco,75,2
2416,2020-09-07,San Joaquin,77,1
2417,2020-09-07,San Luis Obispo,79,1
2418,2020-09-07,San Mateo,81,1
2419,2020-09-07,Santa Barbara,83,1
2420,2020-09-07,Santa Clara,85,1
2421,2020-09-07,Santa Cruz,87,1
2422,2020-09-07,Shasta,89,3
2423,2020-09-07,Sierra,91,2
2424,2020-09-07,Siskiyou,93,3
2425,2020-09-07,Solano,95,1
2426,2020-09-07,Sonoma,97,1
2427,2020-09-07,Stanislaus,99,1
2428,2020-09-07,Sutter,101,1
2429,2020-09-07,Tehama,103,1
2430,2020-09-07,Trinity,105,3
2431,2020-09-07,Tulare,107,1
2432,2020-09-07,Tuolumne,109,3
2433,2020-09-07,Ventura,111,1
2434,2020-09-07,Yolo,113,1
2435,2020-09-07,Yuba,115,1
2436,2020-08-31,Alameda,1,1
2437,2020-08-31,Alpine,3,4
2438,2020-08-31,Amador,5,1
2439,2020-08-31,Butte,7,1
2440,2020-08-31,Calaveras,9,2
2441,2020-08-31,Colusa,11,1
2442,2020-08-31,Contra Costa,13,1
2443,2020-08-31,Del Norte,15,3
2444,2020-08-31,El Dorado,17,2
2445,2020-08-31,Fresno,19,1
2446,2020-08-31,Glenn,21,1
2447,2020-08-31,Humboldt,23,3
2448,2020-08-31,Imperial,25,1
2449,2020-08-31,Inyo,27,1
2450,2020-08-31,Kern,29,1
2451,2020-08-31,Kings,31,1
2452,2020-08-31,Lake,33,2
2453,2020-08-31,Lassen,35,2
2454,2020-08-31,Los Angeles,37,1
2455,2020-08-31,Madera,39,1
2456,2020-08-31,Marin,41,1
2457,2020-08-31,Mariposa,43,3
2458,2020-08-31,Mendocino,45,1
2459,2020-08-31,Merced,47,1
2460,2020-08-31,Modoc,49,4
2461,2020-08-31,Mono,51,3
2462,2020-08-31,Monterey,53,1
2463,2020-08-31,Napa,55,2
2464,2020-08-31,Nevada,57,2
2465,2020-08-31,Orange,59,1
2466,2020-08-31,Placer,61,1
2467,2020-08-31,Plumas,63,3
2468,2020-08-31,Riverside,65,1
2469,2020-08-31,Sacramento,67,1
2470,2020-08-31,San Benito,69,1
2471,2020-08-31,San Bernardino,71,1
2472,2020-08-31,San Diego,73,2
2473,2020-08-31,San Francisco,75,2
2474,2020-08-31,San Joaquin,77,1
2475,2020-08-31,San Luis Obispo,79,1
2476,2020-08-31,San Mateo,81,1
2477,2020-08-31,Santa Barbara,83,1
2478,2020-08-31,Santa Clara,85,1
2479,2020-08-31,Santa Cruz,87,1
2480,2020-08-31,Shasta,89,3
2481,2020-08-31,Sierra,91,2
2482,2020-08-31,Siskiyou,93,3
2483,2020-08-31,Solano,95,1
2484,2020-08-31,Sonoma,97,1
2485,2020-08-31,Stanislaus,99,1
2486,2020-08-31,Sutter,101,1
2487,2020-08-31,Tehama,103,1
2488,2020-08-31,Trinity,105,3
2489,2020-08-31,Tulare,107,1
2490,2020-08-31,Tuolumne,109,3
2491,2020-08-31,Ventura,111,1
2492,2020-08-31,Yolo,113,1
2493,2020-08-31,Yuba,115,1
